kdrama_id,title,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop,korean_title
f9860c4b65b746d7af2b545cd152a4b6,Our Dating Sim,2023,['Lim Hyun Hee'],['Lee Yun Seul'],South Korea,Drama,8,900.0,2023-03-09,2023-03-30,Thursday,,13+ - Teens 13 or older,A story about what happens when two men who have been friends since school days meet again at work and create a dating simulation game.(Source: Korean = movie.daum.net || Translation = MyDramaList) ,2185,569,우리 연애 시뮬레이션
43ba2a24cdfb4432813ae5b62bc0afcf,Island Part 2,2023,['Bae Jong'],['Jang Yoon Mi'],South Korea,Drama,6,2700.0,2023-02-24,2023-03-10,Friday,Amazon Prime TVING,15+ - Teens 15 or older,"Won Mi Ho is the only child of a father who runs the Daehan Group. She is arrogant and selfish, but she also looks sad. One day, she makes big trouble. Because of this, her father banishes her to Jeju Island. She is assigned to work there as a high school teacher. She teaches ethics.Meanwhile, Won Mi Ho gets involved in a case related to ghosts. The ghosts have sought to get rid of the human world. They target Won Mi Ho. A mysterious ghost hunter tries to protect Won Mi Ho.(Source: AsianWiki)~~ Adapted from the webtoon ""Island"" (아일랜드) written by Yoon In Wan (윤인완) and illustrated by Yang Kyung Il (양경일).",2248,1060,아일랜드 파트2
eb828795b827408ab3eb9ae2a72cb507,Taxi Driver Season 2,2023,['Lee Dan'],['Oh Sang Ho'],South Korea,Drama,16,4200.0,2023-02-17,2023-04-15,"Friday, Saturday",SBS ViuTV,18+ Restricted (violence & profanity),"Despite disbanding after Do Gi's successful revenge, the Rainbow Deluxe Taxi crew, including Seong Cheol, Go Eun, Gyeong Gu, and Jin Eon, can't resist the call to reunite with their former leader. Though each attempts to live a regular life with a typical job, their innate desire to fight against injustice draws them back to one another. The group even welcomes a new member, a kind-hearted but clumsy young man named On Ha Jun, who stumbles upon the secret basement of Rainbow Taxi.Now fighting for more clients than ever before, the crew continues to battle on behalf of those wronged by an unequal society. However, their work draws the attention of a mysterious organization, which makes its presence known by killing one of Do Gi's targets before disappearing without a trace. As they try to uncover the organization's identity and motives, the Rainbow Taxi crew faces their toughest challenge yet.(Source: Viu; edited by CK Warrior at MyDramaList)~~ Adapted from the webtoon ""The Deluxe Taxi"" (모범택시) by Carlos (까를로스) and Keukeu Jae Jin (크크재진).",90,682,모범택시2
a7edc4aac88b46c28b03f1e1e15ce750,Big Bet Season 2,2023,['Nam Ki Hoon'],,South Korea,Drama,8,3600.0,2023-02-15,2023-03-22,Wednesday,Disney+ Hulu,Not Yet Rated,"Cha Moo Sik is the primary suspect in a ten-billion-dollar heist and two killings, hence getting imprisoned and deported to his home country, South Korea. He returns to the Philippines a year later in an attempt to seek vengeance on those who wrongfully accused him. In answer to his enquiries concerning the deaths of Philip and So Jung, as well as Chairman Min's death, he places one last bet on his life. (Source: Maeil Business Newspaper, edited by Krystale Mitaesa)~~ Co-production with the U.S.A.",4459,6669,카지노 시즌2
074a402ced184a2d944b0be2915e9c6b,Our Blooming Youth,2023,['Lee Jong Jae'],['Jung Hyun Jung'],South Korea,Drama,20,4800.0,2023-02-06,2023-04-11,"Monday, Tuesday",TVING tvN,15+ - Teens 15 or older,"Min Jae Yi, a gentle and poised daughter of a prominent family, is engaged to the son of a powerful State Councillor. Devoting herself to learning everything she needs to know to become a good wife and mother, Jae Yi dutifully prepares for the future. Sadly, destiny has other plans for her future.Just days before her wedding, tragedy strikes when her family is brutally murdered, and Jae Yi is falsely accused of the crime. Amidst the turmoil, she crosses paths with the cursed crown prince, Lee Hwan, who agrees to help her in exchange for her assistance in breaking his curse. As they navigate their challenges together, Jae Yi and Lee Hwan begin to develop unexpected feelings for each other. But their love faces countless obstacles, including their pasts, their uncertain futures, and the threat of the curse. Can they overcome these challenges and find a way to be together? (Source: CK Warrior at MyDramaList)~~ Adapted from the novel ""The Golden Hairpin"" (簪中录) by Ce Ce Qing Han (侧侧轻寒).",1539,714,청춘월담
9d36063c5c4c43f88286381e3da0c2e0,Decoy: Part 1,2023,['Kim Hong Seon'],['Kim Jin Wook'],South Korea,Drama,6,3960.0,2023-01-27,2023-02-10,Friday,,Not Yet Rated,"Eight years ago, Noh Sang Cheon, the mastermind of a financial fraud scheme that duped tens of thousands of South Korean victims into investing billions of dollars' worth of their savings into a bogus project, went on the run. He attempted to evade the law by escaping to China and the nation was rocked when news of his death broke. Now, almost a decade later, a justice-loving police detective named Goo Do Han makes a startling discovery. In the course of investigating a domestic murder case, Goo Do Han finds evidence implicating Noh Sang Cheon as a suspect. How could it be that this fraudster—thought to have died years ago—is linked to the case? It falls to Goo Do Han to try to determine if Noh Sang Cheon is actually dead or not. If he is dead, who could the real murderer be? If not, where was Noh Sang Cheon hiding all this time? As the detective continues to investigate, he begins to wonder if there might be a link between the fraud of eight years ago and the mysterious murder. (Source: Viki)",2483,3470,미끼 파트1
6ecc3c31bbbc4f9d81b0e32f99aadcd0,"Poong, the Joseon Psychiatrist Season 2",2023,"['Park Won Gook', 'Kang Hee Ju']",['Lee Bom'],South Korea,Drama,10,4500.0,2023-01-11,2023-02-09,"Wednesday, Thursday",tvN,Not Yet Rated,"Once a royal physician, Yoo Se Poong was ousted from the palace after his involvement in a conspiracy surrounding the royal family. With nowhere else to go, Se Poong eventually found himself in the strange yet beautiful village of Gyesu. It was there he met Seo Eun Woo and Gye Ji Han and his life was changed forever.With the help of his new friends, Se Poong began to grow as both a physician and a human. Learning how to not only treat the body but also the heart and minds of his patients, Se Poong successfully fulfilled his mission to become a true doctor. Or so he thought. With new patients and new challenges before him, Se Poong must once again set out on a quest to better both himself and the lives of those around him.Using his unorthodox methods to treat his patients, both mentally and physically, will Se Poong’s new adventures lead him to an even deeper understanding of both the heart and the mind?(Source: Viki)~~ Adapted from the novel ""Joseon Psychiatrist Yoo Se Pung"" (조선 정신과 의사 유세풍) by Lee Eun So (이은소).",2344,3169,조선 정신과 의사 유세풍 시즌 2
222e99e106ea4c77a813cada533ba427,The Glory,2022,['Ahn Gil Ho'],['Kim Eun Sook'],South Korea,Drama,8,3000.0,"Dec 30, 2022","Dec 30, 2022",Friday,Netflix,18+ Restricted (violence & profanity),"A high school student dreams of becoming an architect. However, she had to drop out of school after suffering from brutal school violence. Years later, the perpetrator gets married and has a kid. Once the kid is in elementary school, the former victim becomes her homeroom teacher and starts her thorough revenge towards the perpetrators and bystanders of her bullying days.",72,107,더 글로리
4c2c09a237e04a379d6c0087df3b11b6,Big Bet,2022,,,South Korea,Drama,8,3600.0,2022-12-21,2023-01-25,Wednesday,Disney+ Hulu,18+ Restricted (violence & profanity),"Cha Mu Sik runs a casino bar, only to flee to the Philippines due to a crackdown by the National Tax Service. He launches a full-fledged casino business and strategizes winning over the political and business circles in the Philippines. However, he is suddenly framed as a suspect in Min Seok Joon's death and is tracked by Oh Seung Hoon of the Korean Desk. Betrayal is rampant in the presence of money. Who will be the last person standing?(Source: Hulu)~~ Co-production with the U.S.A.",5129,3530,카지노 시즌1
71b861e46a0d4c9c9f610ab8aeee0e62,Missing: The Other Side Season 2,2022,"['Min Yeon Hong', 'Lee Ye Rim']","['Ban Ki Ri', 'Jung So Young']",South Korea,Drama,14,3600.0,2022-12-19,2023-01-31,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"3 Gongdan is a village where missing deceased people, including Kang Eun Sil and Oh Il Yong, stay. Meanwhile, Kim Wook, Jang Pan Seok, Lee Jong A, and Detective Shin Joon Ho try to find the bodies of the missing people and chase after the truth behind their deaths.(Source: AsianWiki) ",147,1862,미씽: 그들이 있었다2
11977741f6ad4abe849d42434a4360f9,Turned on by You Season 2,2022,,,South Korea,Drama,7,600.0,2022-12-15,2023-02-02,,,Not Yet Rated,,40445,99999,밝히는 ㄴ 시즌2
eb312ec94d314c86a2b2b2f1e2b2e159,Alchemy of Souls Season 2: Light and Shadow,2022,"['Park Joon Hwa', 'Bae Hyun Jin']","['Hong Jung Eun', 'Hong Mi Ran']",South Korea,Drama,10,4860.0,2022-12-10,2023-01-08,"Saturday, Sunday",Netflix tvN,15+ - Teens 15 or older,"Jang Uk returns from death, and three years later, the story of the mages unfolds anew. Jang Uk becomes a hunter of the soul-shifters when a young woman, a prisoner in her own home, seeks his help to reclaim her freedom.(Source: Netflix) ",56,202,환혼 : 빛과 그림자
ed7dba5b86474d5b862b16498745852b,Money Heist: Korea - Joint Economic Area - Part 2,2022,['Kim Hong Seon'],"['Ryu Yong Jae', 'Kim Hwan Chae', 'Choi Sung Joon']",South Korea,Drama,6,3600.0,"Dec  9, 2022","Dec  9, 2022",Friday,Netflix,18+ Restricted (violence & profanity),"Thieves overtake the mint of a unified Korea. With hostages trapped inside, the police must stop them — as well as the shadowy mastermind behind it all. (Source: Netflix) ~~ Remake of the Spanish TV series ""Money Heist"" (La Casa de Papel) [2017]. ",393,1138,종이의 집: 공동경제구역 파트 2
140865f39119437c8d167019630c9357,"Work Later, Drink Now Season 2",2022,['Park Soo Won'],['Wi So Young'],South Korea,Drama,12,2280.0,2022-12-09,2023-01-13,Friday,TVING,18+ Restricted (violence & profanity),"The three girls, whose philosophy revolves around having a drink after getting off work, are back! The story of An So Hee, a television scriptwriter, Han Ji Yeon, a yoga instructor, and Kang Ji Goo, a YouTuber who does origami, continues into their thirties. However, An So Hee disappears with her two best friends, and Director Kang, who needs his writer back, embarks on a mission to find her. Where will it lead him, and will he ever find her? (Source: Viu)~~ Adapted from the webtoon ""Sooldo Girl"" (술꾼도시처녀들) by Mi Kkang (미깡).",1569,2190,술꾼도시여자들 시즌2
85f8a1b2113d41cd9504fed4188a8b0f,Oh! My Assistant,2022,['Joo Sung Min'],['Jung Yoo Kyung'],South Korea,Drama,8,900.0,2022-12-01,2022-12-23,"Thursday, Friday",,Not Yet Rated,"Seon Ho is an artist who draws adult webtoons. It started as an easy way to make money, but it’s caused some unexpected side effects: he hasn’t been aroused for over two years! Exhausted, he hires an assistant. It’s just that he didn’t expect him to be so cute! Mu Yeong is clean, talented, and apparently loaded, so... why does he want to work under Seon Ho?Turns out, Mu Yeong is Seon Ho’s number one fan...(Source: Mangaupdates)~~ Adapted from the webtoon “Oh! My Assistant” (오나의어시님) by Mila (밀라) and Angrymonster (앵몬).",8460,1047,오! 나의 어시님
975d66a53c1f42ed934c339341430d10,Only You,2022,,,South Korea,Drama,2,840.0,2022-11-28,2022-11-30,,,Not Yet Rated,"One day, a dog name Lea shows up at Seul Gi's house, who is a loner struggling with mental health. Lea has a speaker on her collar that can process her thoughts into words, allowing her to talk. (Source: ssofft at MyDramaList) ",44602,14507,온리유
c123bdee96414ea88041f11b0f046000,Why Opposites Attract,2022,,,South Korea,Drama,8,480.0,2022-11-21,2023-01-02,,,Not Yet Rated,,57166,99999,반대가 끌리는 이유
28ead17fd9c840459f25987f97212026,New Love Playlist,2022,['Kang Min Kyung'],['Choi Yo Ji'],South Korea,Drama,12,900.0,2022-11-18,2022-12-28,"Wednesday, Friday",Viki,13+ - Teens 13 or older,“New Love Playlist” will tell the story of college students during the COVID-19 pandemic and how they deal with feelings of love in such an unimaginable and difficult time.,5067,4789,뉴연플리
204b00ef75ab42e18d0a385146394e3a,Weak Hero Class 1,2022,,,South Korea,Drama,8,2400.0,"Nov 18, 2022","Nov 18, 2022",Friday,,18+ Restricted (violence & profanity),"Yeon Shi Eun is a model student who ranks at the top of his high school. Physically, Yeon Shi Eun appears weak, but by using his wits and psychology, he fights against the violence that takes place inside and outside of his school. (Source: Asianwiki)~~ Adapted from the webtoon “Weak Hero” (약한영웅) written by SeoPass (서패스) and illustrated by Kim Jin Seok  (김진석). ~~ Release dates: Oct 7, 2022 (Festival) || Nov 18, 2022 (Online)",15,179,약한영웅 Class 1
3480df3c84b54e9ca6f820f9b7b46fc4,Reborn Rich,2022,['Jeong Dae Yun'],['Kim Tae Hee'],South Korea,Drama,16,4500.0,2022-11-18,2022-12-25,"Friday, Saturday, Sunday",jTBC ViuTV,15+ - Teens 15 or older,"Yoon Hyun Woo is a devoted, hard-working, and loyal secretary to the Soonyang chaebol family, which runs the lucrative Soonyang Group business empire, founded by Jin Yang Cheol. During a power struggle between Jin Yang Cheol's children for control of the empire, Hyun Woo is ruthlessly betrayed and killed under the orders of an unknown member of the chaebol family. Miraculously he wakes up as a kid inside the body of the youngest member of the family – Jin Do Jun.After he realizes what has happened, Yoon Hyun Wo plots to use his new “identity” to formulate a hostile takeover of the group – and punish the people who killed him. But, will the cold-blooded and money-hungry CEO of Soonyang Group, one who firmly believes in right of primogeniture, be so easy to win over or conquer? Will Hyun Woo be able to wrest the reins from Jin Yang Cheol's children? And what role will be played in all this by a dogged public prosecutor named Seo Min Young, nicknamed “Soonyang Group Grim Reaper”?(Source: LuckyGirlGwenIce at MyDramaList)~~ Adapted from the web novel ""Youngest Son of a Conglomerate"" (재벌집 막내아들) by San Gyung (산경).",398,275,กลับชาติ ฆาตแค้น
7ac7793b431849d7bbef43d8c08b3181,Somebody,2022,['Jung Ji Woo'],['Han Ji Wan'],South Korea,Drama,8,3300.0,"Nov 18, 2022","Nov 18, 2022",Friday,Netflix,18+ Restricted (violence & profanity),"Sum is a developer for the social-connecting app ""Somebody."" Even though she has difficulty communicating with other people, she is friends with Mok Won and Ki Eun. Her friend Ki Eun works as a detective.A murder takes place, and the app ""Somebody"" is involved in the murder case. Architectural designer Yoon O appears in front of Sum and her friends. Yoon O is an attractive man, but he seems to be hiding something. Meanwhile, Ki Eun investigates the murder case with the help of Mok Won.(Source: AsianWiki)~~ Adapted from the novel “American Psycho” by Brett Easton Ellis.~~ Release dates: Oct 6, 2022 (Festival) || Nov 18, 2022 (Netflix)",8353,891,썸바디
0f94e6a127d546e19188c6f885c3dc78,The First Responders,2022,['Shin Kyung Soo'],['Min Ji Eun'],South Korea,Drama,12,3600.0,2022-11-12,2022-12-30,"Friday, Saturday",DRAMAcube ENA SBS SBS Plus,18+ Restricted (violence & profanity),"Follow the joint operations of a police force and a fire department, who together will tell a thrilling story. Fierce detective Jin Ho Gae is all about catching low-lifes. He solves cases with his excellent ability to grasp crime scenes, read a criminal's mind, and has a strong will to win. While the fearless firefighter Bong Do Jin, who seems cold on the outside, is nice to those around him, and he takes good care of victims. He rushes to fire sites without a moment of hesitation. Joining the duo is Song Seol, an empathetic paramedic who heals broken hearts while treating wounds.(Source: pinkvilla.com)",278,962,소방서 옆 경찰서
9e069b7c5e984560b5963edd573e3669,The Witch Store Reopening,2022,['Jung Sung Bin'],['Ahn Se Hwa'],South Korea,Drama,10,1320.0,2022-11-08,2022-12-06,Tuesday,vLive,Not Yet Rated,"Lee Hae Na is a female witch who runs a small, independent witchcraft store. But the store has fallen on hard times and is now on the verge of closing once and for all. Lee Hae Na has resolved to do whatever she can to prevent her shop from going under, but time is running out. Although she excels at witchcraft – and is a dab hand at cursing people and casting spells, she has very little in the way of business acumen, a fact that is hitting sales at the store.Joining her at the store is an ordinary-seeming high school student named Han Ji Ho. He has very little in the way of ambition and drive, but actually possesses a rare ability to do whatever he wants to do...if he can only set his mind to the task. Han Ji Ho joins the shop as a part-time staff member. But while he thought very little of the job at first, he eventually becomes determined to help Lee Hae Na save the store. But is it too late to save the shop? Or will the combination of his willpower and her witchcraft skills be enough to help the shop escape closure?(Source: Viki)",6790,5299,마녀상점 리오픈
ca0241be393e465f8a9d101cf30a1813,Behind Every Star,2022,['Baek Seung Ryong'],['Park So Young'],South Korea,Drama,12,4200.0,2022-11-07,2022-12-13,"Monday, Tuesday",Netflix tvN,15+ - Teens 15 or older,"The story is set around Method Entertainment, which is a major management company and depicts their work lives, personal lives, and desires.Ma Tae Oh works as a professional manager and holds the position of general director at Method Entertainment. He is smart and gentle, but he was born to be a strategist, and he doesn’t mind using all sorts of tricks to achieve what he wants.Cheon Je In has worked as a manager for 14 years. She started as an on-site manager, and she now works as a leader of a manager team. She is competitive and a workaholic. She is hot-tempered, and when she sets a goal, she will try to achieve it without careful thinking. She and Ma Tae Oh have many disagreements along the way.Kim Joong Don is Cheon Je In’s best friend at work, and he holds the same position as a leader of a manager team. He is a gentle person.So Hyun Joo is a rookie manager and often makes trouble at work. She grows as a professional manager through her experience.(Source: AsianWiki)~~ Remake of the French TV series ""Call My Agent!"" (Dix pour cent) [2015].",4732,2503,연예인 매니저로 살아남기 시즌1
6ea177d1ac71409783043ccb7a28f13a,Bargain,2022,,['Kwak Jae Min'],South Korea,Drama,6,2160.0,2022-10-28,2022-11-04,,TVING,18+ Restricted (violence & profanity),"No Hyung Soo visits a motel room to see Park Joo Young. He is pleased with her appearance and happy to pay for her services, but a surprise is waiting for No Hyung Soo. He is soon surrounded by people who have come to buy his organs. They bargain over the price of his organs with Park Joo Young conducting the auction, but an earthquake suddenly occurs. Within the collapsed building, they struggle to survive. (Source: AsianWiki)~~ Release dates: Oct 6, 2022 (Festival) || Oct 28, 2022 (Cinema)",6747,3602,몸 값
c8f9eaa30fbc4270a9c43c98716c1d34,Choco Milk Shake,2022,['Ahn Ji Hee'],,South Korea,Drama,11,900.0,2022-10-25,2022-12-20,"Tuesday, Thursday",,Not Yet Rated,"A cat and dog cross the Rainbow Bridge and return to the terrestrial world in human form?!Jung Woo lives alone. When he was twenty, a fatal accident robbed him of all he loved: he lost not just his parents, but even the pet dog and cat, Choco and Milk, whom he had raised since childhood. One evening, after returning home from work in his uncle's café, he is disturbed by two handsome strangers knocking at his door. To his disbelief, they claim to be Choco and Milk! They can prove it, however: and after hearing their memories of earlier times together, Jung Woo realises that he has indeed been visited by the two beloved companions of his youth, reincarnated in human form.Choco and Milk settle themselves comfortably into Jung Woo's home, and the three once more enjoy the warmth and affection they have longed for since their cruel separation. But there are new dimensions to their resumed life together, and surprising discoveries to be made in the realms of friendship and love...(Source: MyDramaList)",5998,763,사랑은 댕냥댕냥
1c135017a2ca403fb696b333753a71e1,Roommates of Poongduck 304,2022,['Teddy Hwang'],['No Ga Jung'],South Korea,Drama,8,1500.0,2022-10-13,2022-11-03,Thursday,,13+ - Teens 13 or older,"Ji Ho Jun, 29, a happy-go-lucky third-generation chaebol of Guemman Group, receives an ultimatum from his father to:1. Leave the house penniless and survive for two years; and2. Achieve results as a team leader in the new business team of the Guemman Group.Ho Jun was kicked out and moved to Villa, which he came to in a BMW Convertible. When he arrives, Seo Jae Yoon, the owner of the villa, ignores and treats him as a swampy man who drives a luxury car penniless. However, it turns out they work in the same company when they meet as a team leader and subordinate. What will happen between them?(Source: BLUpdate2020)",2870,570,풍덕빌라 304호의 사정
ef7df45342004eb088e15f03bc73e10e,Gaus Electronics,2022,['Park Joon Soo'],,South Korea,Drama,12,3000.0,2022-09-30,2022-11-05,"Friday, Saturday",ENA Genie TV,15+ - Teens 15 or older,"Stress is no stranger to the members of Marketing Team 3 of the home appliance department at the Gaus Electronics HQ. The firm is a busy, multinational company, but this is a team that most workers dream of getting out of – and where chaos is no stranger! Some 10 employees make up the team. These include Lee Sang Sik, a man with a positive personality who often misjudges his coworkers’ moods, causing trouble as a result! There is also Cha Na Rae, the hot-tempered assistant manager! Also among their number is Baek Ma Tan, the heir of the owners of Gaus Electronics’ fiercest rival – Power Group. He was born with a silver spoon in his mouth, and has never known hardship. But he shocked his entire family when he decided to join Gaus as a junior employee! His polar opposite is Geon Gang Mi, who comes from more modest origins and has always tried to pull herself up by her bootstraps – pushing herself to succeed at every step (although she does have a tendency to change when she drinks alcohol!). While they seem to have very little in common at first, they slowly begin to form a bond, with possible sparks of romance in the air! Will any of the marketing team succeed in escaping? Or will they eventually find a way to quell the workplace chaos?(Source: Viki)~~ Adapted from the webtoon ""Gaus Jeonja"" (가우스전자) by Kwak Baek Soo (곽백수).",727,620,가우스전자
