Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
486,Lululala Pawn Shop,,,,"Dec 20, 2020","Dec 20, 2020",Sunday,2020,7,103.0,,"['Moon Ji Hoo', 'Hong Ji Yoon']",룰루랄라 전당포
487,Sweet Home,Netflix,['Lee Eung Bok'],['Kim Hyung Min'],"Dec 18, 2020","Dec 18, 2020",Friday,2020,10,312.0,"Following the death of his family in an accident, loner Cha Hyun Soo moves to a new apartment. His quiet life is soon disturbed by strange incidents that start occurring in his apartment, and throughout Korea. As people start to turn into monsters, Hyun Soo and the other residents try to survive.(Source: Wikipedia)~~ Adapted from the webtoon “Sweet Home” by Kim Kan Bi and Hwang Young Chan. ","['Lee Do Hyun', 'Kim Nam Hee', 'Lee Si Young', 'Lee Jin Wook', 'Song Kang', 'Go Min Si']",스위트홈
488,Love Teenager,,,,2020-12-17,2021-02-04,Thursday,2020,8,52.0,"'Love Teenager' is a growing romance story dealing with friendship, love, and empathy among teenagers. ","['Nam Dae Jung', 'Ki Eun Soo', 'Song Hye Won', 'Park Road']",러브틴에이저
489,The Dolphin in the Little Mermaid,,,,2020-12-16,2021-02-17,Wednesday,2020,10,42.0,"When I was a little girl... I thought I was the main character of my life and the world revolves around me. But?!Eun So is the most popular boy in class. His best friend is Eun Young, an introverted girl. However, since a short while his best friend is avoiding him. He does not know what to do to reconcile with his friend.(Source: 초콜릿박스미디어 in YouTube; real_Mokona at MyDramaList) ",['Jeon Jin Seo'],인어공주 속 돌고래
490,Run On,jTBC Netflix,['Lee Jae Hoon'],['Park Shi Hyun'],2020-12-16,2021-02-04,"Wednesday, Thursday",2020,16,262.0,"Ki Sun Gyeom is a sprinter on the national team who was forced to quit due to legal issues. Oh Mi Joo writes translated subtitles for movies. She was thrilled to see her name listed among the credits when she first started. Ki Sun Gyeom had just quit sprinting when he encountered Oh Mi Joo, who felt that destiny most certainly brought them together.Seo Dan Ah is the CEO of a sports agency and the rightful successor to the Seomyung Group. Despite this, she is held back from advancing in the company due to her gender. She fiercely wishes to reclaim what is rightfully hers and lives her life accordingly. Lee Young Hwa, a university art major who enjoys movies and drawing soon enters her life.Could romance be in the cards for these two couples?(Source: AsianWiki; edited by Lee C)","['Yim Si Wan', 'Choi Soo Young', 'Kang Tae Oh', 'Shin Se Kyung']",런온
491,Color Prison,,,,"Dec 12, 2020","Dec 12, 2020",,2020,9,47.0,Tells the stories of 5 young lead characters as they meet up on the beautiful island of Jeju and discover romance and friendship. (Source: Allkpop) ,['Kang Min Ju'],색빛다
492,Mr. Queen,tvN,['Yoon Sung Shik'],"['Park Kye Ok', 'Choi Ah Il']",2020-12-12,2021-02-14,"Saturday, Sunday",2020,20,225.0,"Jang Bong Hwan is a South Korean chef who has risen up the ranks to cook for the country’s top politicians in the Blue House’s presidential residences. After a serious accident, he finds himself in the body of the young queen, Kim So Yong, when whisked away to an era deep in Korea’s past.While Queen Kim So Yong’s husband is the reigning monarch, King Cheol Jong, he is so in name only. The late King Sunjo’s Queen, Sun Won, has taken advantage of King Cheol Jong’s better nature, and is ruling the realm in his name. And she faces competition from her own brother, Kim Jwa Geun, who also has designs on power. Queen Kim So Yong will come to  discover that her husband harbours some secrets, and is not as gentle and meek as he seems…(Source: Viki, MyDramaList)~~ Adapted from the novel ""The Promotion Record of a Crown Princess"" (太子妃升职记) by Xian Cheng (鲜橙).","['Shin Hye Sun', 'Kim Jung Hyun']",철인왕후
493,Hush,iQiyi jTBC,['Choi Kyu Shik'],['Kim Jung Min'],2020-12-11,2021-02-06,"Friday, Saturday",2020,16,262.0,"“Hush” is an office drama about newspaper reporters and their everyday struggles, problems, and ethical dilemmas. Han Jun Hyeok is a veteran reporter for a newspaper. He first became a reporter to pursue justice, but he is now conflicted between idealism and pragmatism. Han Jun Hyeok must also deal with personal issues as a husband and father.Lee Ji Su is a bold intern reporter who isn’t afraid to say what needs to be said, even during a job interview. When she meets Han Jun Hyeok as her mentor, she begins to dream of becoming a true journalist.(Sources: AsianWiki, Soompi)~~ Adapted from the novel ""Silence Warning"" by Jeong Jin Yeong.","['Im Yoon Ah', 'Hwang Jung Min']",허쉬
494,Growing Season,Naver TV Cast vLive,['Yoo Hee Woon'],['Kim Hee Won'],2020-12-10,2021-01-15,"Thursday, Friday",2020,12,100.0,"A realistic portrayal of college students through a phase of 'wanting to grow passionately, and wanting to do well.'(Source: Naver) ","['Kang Yoo Seok', 'Kim Kang Min', 'Han Soo A', 'Park Ji Won', 'Kim Chae Eun', 'Choi Yoon Je']",잘 하고 싶어
495,True Beauty,tvN,['Kim Sang Hyub'],['Lee Shi Eun'],2020-12-09,2021-02-04,"Wednesday, Thursday",2020,16,281.0,"""True Beauty"" is a romantic comedy about a high school girl, Lim Ju Gyeong, who rises to pretty girl fame after she masters the art of make-up from YouTube. She turns into a goddess because of her makeup skills, but would rather die than reveal her bare face to anyone. It tells her love story with the only boy that saw her without makeup, Lee Su Ho. Lee Su Ho is an attractive and handsome boy who appears cold because of his dark past but is actually very caring. They grow when they meet each other, share their secrets and find love with each other, but can Su Ho make Ju Gyeong find her true beauty?(Source: Wikipedia)~~ Adapted from the webtoon ""True Beauty"" (여신강림) by Yaongyi.","['Cha Eun Woo', 'Mun Ka Young', 'Hwang In Youp', 'Park You Na']",여신강림
496,No Going Back Romance,Naver TV Cast vLive,,,2020-12-08,2021-01-13,"Tuesday, Wednesday",2020,10,72.0,"A teen romance of So Dam, a sixteen-year-old girl, who has never dated before but she receives her first-ever love confession from a mysterious boy. She is looking for the boy who secretly confessed to her while she was asleep on her desk. The clues include a male voice, mango fruit scent and gym uniform. She must piece the puzzle to find that person among the likely candidates that include hot shots Park Ji Hoo,  Jeong Han Kyul, and Joo In Hyuk.(Source: MyDramaList, newsin)","['Nana', 'Park Jae Chan', 'Yoon San', 'Lee Da Yeon', 'Kang Tae Woo']",노빠꾸 로맨스
497,Wish You: Your Melody From My Heart,Viki,,,2020-12-04,2020-12-25,Friday,2020,8,75.0,"A free-spirited singer whose love of music has him performing on the streets, Kang In Soo’s life revolves completely around music. Supported by his friends, In Soo hopes to someday turn his love of music into a full-time career, but doing so isn’t easy. Refusing to give up on his dreams, In Soo continues busking, day in and day out, while his best friend, Choi Min Sung, records his performances and uploads them on YouTube. Little does either of them know that In Soo’s performances have caught the attention of someone who could change the young musician’s life forever.A keyboardist working at a major record company, Yoon Sang Yi is always on the lookout for new talent. After stumbling upon In Soo’s videos, Sang Yi has become one of the singer’s biggest fans. Convinced In Soo could make it big, he recommends the young artist join his company’s rookie discovery project. Seeing this opportunity in this invitation, In Soo accepts the offer and soon moves into the company residence with Sang Yi.As the two live and work together, their relationship grows, and slowly, new feelings begin to blossom. Unfortunately, as their feelings grow, so do the obstacles that stand in their way. Will In Soo and Sang Yi be able to find a way to overcome the trials before them or will their love fade before ever having a chance to fully bloom?(Source: Blupdate 2020)","['Lee Sang', 'Kang In Soo']",WISH YOU: 나의 마음속 너의 멜로디
498,It's Okay to Be Sensitive Season 3,Naver TV Cast tvN,,,2020-12-03,2020-12-26,"Thursday, Saturday",2020,8,112.0,"In these times when it is difficult to completely guard ""oneself"" due to social and gender issues, the friendship story of four people delivering warm comfort to all the wounded people in the world.(Source: HanCinema) ","['Kim Moo Joon', 'Kim Noh Jin', 'Han Sung Yun', 'Lee Han Ik']",좀 예민해도 괜찮아 2020
499,"Cheat On Me, if You Can",KBS2,"['Kim Min Tae', 'Kim Hyoung Seok']",['Lee Sung Min'],2020-12-02,2021-01-28,"Wednesday, Thursday",2020,16,244.0,"Best-selling crime author Yeo Joo is researching how to make a murder look like an accidental death.  Her younger husband, Woo Sung, is a family man and divorce lawyer. He thinks he's still a sexy, attractive partner, with a wonderful married life. But lately, Yeo Joo, who would rather be a widow than a divorcée, notices that lately some of his behavior is suspicious. Could Woo Sung actually be cheating on her? Could he possibly be enjoying a thrilling affair behind her back? Yeo Joo tells it straight: If he cheats, he dies!(Source: Viki)","['Yeonwoo', 'Kim Young Dae', 'Cho Yeo Jung', 'Go Jun']",바람피면 죽는다
500,Awaken,tvN,"['Jo Soo Won', 'Lee Soo Hyun']",['Shin Yoo Dam'],2020-11-30,2021-01-19,"Monday, Tuesday",2020,16,262.0,"It’s been nearly thirty years since one small village was plagued by a mysterious string of events that shook it to its core. While the events were never fully understood, nor the mystery behind them solved, the stories surrounding the village slowly faded, drifting into obscurity amidst the steady passing of time. But when a new string of mysterious incidents begin to take place, memories long-forgotten begin to resurface, and this time, the villagers' cries for help will not go unheard. A legend among his peers, Do Jung Woo is the leader of one of the National Police Agency’s special task forces. While his outward appearance likens him more to an unruly child than a legendary officer, his keen insight and quick wit make him more than capable of solving any crime. After reports of numerous mysterious incidents begin to filter in, Jung Woo springs into action. But this isn’t a mystery he’s allowed to solve on his own. Working alongside Jung Woo, Officer Gong Hye Won refuses to let anything stand between her and what she wants. Tenacious and hot-tempered, she’s determined to solve every case, by any means necessary, and this case is no exception. Joined by Jamie, a detective on loan from the FBI, Jung Woo and Hye Won set out to unravel the present mysteries of this small village. But they soon realize that the incidents of the present tie strongly to those of the past. Will this team of experts be able to solve a case nearly thirty years in the making?(Source: Viki)","['Lee Chung Ah', 'Kim Seol Hyun', 'Namkoong Min', 'Yoon Sun Woo']",낮과 밤
501,The Uncanny Counter,Netflix OCN,,"['Kim Sae Bom', 'Yeo Ji Na']",2020-11-28,2021-01-24,"Saturday, Sunday",2020,16,262.0,"It tells the story of demon hunters called Counters who come to earth under the guise of being employees at a noodle restaurant in order to capture evil spirits that have returned to earth in pursuit of eternal life.So Moon is the youngest of the Counters. After suffering from a mysterious car accident as a child, he eventually becomes a central figure among the Counters.Do Ha Na has the ability to sense the locations of evil spirits, even those that are hundreds of kilometers away. She can also read the memories of others through touch and works with So Moon to do away with evil spirits.Ga Mo Tak is a Counter with incredible strength. He’s a former police officer who lost his memory seven years ago after an accident and is unable to stand idle in the face of injustice. Ga Mo Tak is also So Moon’s mentor.Chu Mae Ok is a Counter with healing abilities. Outwardly, she’s the chef of the noodle restaurant, but among the Counters, she is the emotional pillar of the group.Choi Jang Mool is the oldest Counter. He’s in charge of all of the Counters’ expenses, and he is a living legend among the Counters in Korea.","['Yeom Hye Ran', 'Yoo  Joon Sang', 'Kim Se Jeong', 'Cho Byeong Kyu', 'Ahn Suk Hwan']",경이로운 소문
502,"No, Thank You",Daum Kakao TV,['Lee Kwang Young'],,2020-11-21,2021-02-06,Saturday,2020,12,100.0,"Is about the various things that occur when an ordinary daughter-in-law enters her in-laws’ household for the first time.The drama centers around Min Sa Rin. She is an expert at her job, having been an employee at a major corporation for 7 years, but still a rookie at marriage, having only been married for one month. She tries hard to be liked by her in-laws, but encounters unexpected incidents and finds it hard to get along with her new family.Moo Goo Young is her ordinary husband who is not particularly good or bad. Although he loves his wife, he gets caught up in the confusion between her and his family. Park Gi Dong is Moo Goo Young’s mother and Min Sa Rin’s mother-in-law. She is an extremely realistic mother-in-law.","['Kwon Yool', 'Park Ha Sun', 'Moon Hee Kyung', 'Kim Jong Goo']",며느라기
503,The Goddess of Revenge,TV Chosun,['Kang Min Gu'],['Kim Hyo Jin'],2020-11-21,2021-01-17,"Saturday, Sunday",2020,16,232.0,"In the world of the rich and powerful, one wrong move can destroy everything; a sad lesson Kang Hae Ra soon learns. Once a reporter working hard to support the family she had been forced to care for at a very young age, Hae Ra found her way into the limelight after marrying one of the country’s most famous celebrities. Now the center of everyone’s attention, Hae Ra has become one of the nation’s hottest influencers. But when she finds herself wrapped up in an unfounded scandal, Hae Ra’s reputation plummets. Hitting rock bottom, Hae Ra wants revenge, but she’s not the only one desperately searching for a way to bring down those who have hurt her.A talented lawyer with a one hundred percent success rate and a heart of ice, Cha Min Joon is not a man to be trifled with. But when those who wish to bring him low throw his family into ruin, he turns his full attention towards exacting his revenge. While Hae Ra and Min Joon focus on revenge, the sole heir to the FB Group, Kim Tae On, is on a mission of her own to secure her position as the company’s new head. But going up against her father isn’t easy, as one simple mistake could ruin everything. Meanwhile, the tenacious detective Ku Eun Hye takes on a case that could either make or break her.As each individual begins their respective journey towards success and revenge, their paths soon cross. Realizing there’s much more going on than any of them first believed, each delves deeper, but what they find shakes them to their core. Now on a mission to fight against those who seek to destroy them, Hae Ra and Min Joon will stop at nothing to have their revenge. But can they succeed against such powerful foes?(Source: Viki)","['Yoo  Sun', 'Yoon Hyun Min', 'Yoon So Yi', 'Kim Sa Rang', 'Jung Man Shik']",복수해라
504,Can You Deliver Time?,,,,2020-11-20,2021-01-08,Friday,2020,8,112.0,"An omnibus web series about four individuals filled with regret who are able to order delivery from a mysterious new restaurant called ""Your Most Beautiful Days."" The order allows them to relive their past or see their future.(Source: MyDramaList) ","['Ha Sung Kwang', 'Byeon Seo Yoon', 'Park Jae Chan', 'Choi Ji Hui']",시간도 배달이 되나요
505,Real:Time:Love Season 4,Naver TV Cast vLive,,,2020-11-20,2021-01-08,Friday,2020,8,128.0,"After the breakup, Hong Yeon and Ye Chan agreed to act like friends, but sometimes one or the other will fail, especially when it comes to a new relationship. Ye Chan's sudden jealousy haunts Hong Yeon and interferes with her relationship with her new boyfriend. ","['Lee Won Jung', 'Park Si Young', 'Choi Hyun Wook']",리얼:타임:러브 4
506,Live On,jTBC Naver TV Cast Viki,['Kim Sang Woo'],['Bang Yoo Jung'],2020-11-17,2021-01-12,Tuesday,2020,8,472.0,"Baek Ho Rang is the most popular girl in high school. Everybody wants to be her friend, and all of the boys dream of winning her heart. Although she is famously aloof, she is also a star on social media – with the whole school seemingly following her every post. But when a mysterious individual arrives online, she is caught off-guard.This person seems to know all of Baek Ho Rang’s deepest secrets, and is seemingly armed with all sorts of information about her that she’d rather was kept a secret forever! Desperate for answers, she seeks out the help of Go Eun Taek, the meticulous, right-minded head of the school’s broadcasting club. However, in order to gain his assistance, she discovers that she will have to become a regular club member – a fact that eventually brings her together with a group of students she never thought she’d consider friends.Can she solve the mystery of the online poster? And could joining the club eventually lead to romance?(Source: Viki)","['Yeonwoo', 'Yang Hye Ji', 'Hwang Min Hyun', 'Jung Da Bin', 'Choi Byung Chan', 'Noh Jong Hyun']",라이브온
507,The Mermaid Prince: The Beginning,,,,2020-11-11,2020-12-10,"Wednesday, Thursday",2020,10,84.0,"“The Mermaid Prince: The Beginning” will take viewers back in time to Woo Hyuk’s high school days in order to uncover a secret.With its high school setting, the drama will also portray an entirely different kind of romance from that of the original series. “The Mermaid Prince: The Beginning” will tell the love story that ensues when Jo Ara, a high school student who decides to give up on dating because she doesn’t believe in love, ends up meeting Woo Hyuk.Yoon Gun is a guy that looks cold on the outside but is actually a romantic at heart and only has eyes for one person.","['Chae Won Bin', 'Hwiyoung', 'Moon Bin']",인어왕자: 더 비기닝
508,Please Don't Date Him,MBC MBC every1,['Oh Mi Kyung'],,2020-11-10,2021-01-12,Tuesday,2020,10,360.0,"Seo Ji Seong is a programmer on the A.I. Development Team at Smart Home Appliances. While working on a refrigerator, she accidentally inserts a chip belonging to the National Intelligence Service. Instead of a program that will rate the freshness of vegetables, it will root out the undesirables from a dating pool, potentially saving people heartache. Seo Ji Seong herself wants to fall in love, but with the right man. Despair sets in when her program determines that her oh-so-perfect fiancé, Jeong Han, is not her Prince Charming after all! She meets firefighter Jung Gook Hee, who has no social media presence. This leaves Ji Seong without a shred of data for her program to analyze.  She can't help but be skeptical, not knowing a thing about Gook Hee 's past.Should Ji Seong take a leap of faith with him, even if it could mean another heartbreak for her? (Source: Soompi, HanCinema)","['Song  Ha Yoon', 'Lee Jun Young', 'Yoon Bo Mi', 'Gong Min Jung']",제발 그 남자 만나지 마요
509,"If in Love, Choose an Ordinance?!",,,,2020-11-07,2020-12-27,,2020,12,50.0,"Eui Joon is a competent Gyeonggi-do Assembly member with a rather cold personality, while Eui Jung, his twin brother, is a warm-hearted and courageous activist. The story begins in earnest when one day Eui Joon is unable to carry out his assembly member activities so his younger brother Eui Jung takes over the role of his older brother and clashes with Joo Hee, a first-time lawmaker full of justice.A romantic comedy set against the backdrop of the Gyeonggi-do Assembly that seeks to show the work of the assembly and local politicians.(Source: MyDramaList)","['Do Sang Woo', 'Kim Joo Young']","사랑하면, 조례?!"
510,Super Smart Quiz Show,,,,2020-11-04,2020-12-02,Wednesday,2020,5,180.0,"'Super Smart Quiz Show' is an IT education web drama about three high school students' experience while experiencing future technologies such as AI, IoT, and 6G through a quiz show. ","['Yoo Hye In', 'Kang Yi Suk']",슈퍼스마트 퀴즈쇼
511,Birthcare Center,tvN,['Park Soo Won'],['Kim Ji Soo'],2020-11-02,2020-11-24,"Monday, Tuesday",2020,8,488.0,"Oh Hyun Jin  has had a glittering career in her work life. She is the youngest member on the board of executives at the company she works at and is used to acing everything she does. But when she delivers her first child, she is in for a shock. Giving birth was far more difficult than she had expected, and she quickly discovers that although she is a dab hand at all things work-related, she hasn’t got the first clue about how to bring up a baby. After being discharged from hospital, she heads to a birth care center – an exclusive establishment where even A-list stars come to get postpartum care. She is dismayed to realize that she is the oldest mother in the center, and embarrassed to notice that everyone else seems to know what they are doing when it comes to looking after babiesFortunately, the other mothers at the center prove inspirational. Among their number is Cho Eun Jung, aka the Queen Bee – a seemingly perfect mother whom everyone wants to befriend in order to learn childcare secrets. And Choi Hye Sook is the charismatic center manager – a veritable font of knowledge about all things childcare-related.(Source: Viki)","['Yoon Park', 'Uhm Ji Won', 'Choi Ri', 'Jang Hye Jin', 'Park Ha Sun']",산후조리원
512,Discipline Z: Vampire,,['Han Jae Woon'],,2020-10-30,2020-12-18,Friday,2020,6,200.0,A YouTube streamer who is a big fan of mysterious events and a man with a mutated gene meet and have to deal with an unscrupulous businessman searching for immortality.(Source: YouTube) ,"['Kim Yoo Ri', 'Oh Dong Joon', 'Kim Chan Kyu', 'Ahn Dae Kyum', 'Kim Dan']",디시플린 Z: 벙피르
513,Delayed Justice,SBS,['Kwak Jung Hwan'],['Park Sang Gyu'],2020-10-30,2021-01-23,"Friday, Saturday",2020,20,195.0,"Park Tae Yong and Park Sam Soo fight for judicial victims who are falsely accused.Park Tae Yong, a public defender, was born as the son of an undertaker on an island. He did not take the typical route to become a lawyer. After graduating from high school, he did not go to a university. He later passed the bar exam and became a lawyer. He is full of justice and has empathy for others. He will defend all kinds of petty offenders. A turning point occurs in his legal career when he becomes the first attorney to win a general criminal retrial case.Park Sam Soo is a reporter. After he graduated from the university, he worked as a non-permanent employee. Thanks to his excellent writing skills, he became a reporter. He looks for stories which are ignored or passed over by other reporters. He is soft-hearted and easily moved to tears. Though his work does not bring him financial stability, his writings are able to deeply move the hearts of readers, some of whom volunteer their own resources and skills to support his journalism. Working with Sam Soo is Lee Yoo Kyung, who, despite a silver-spoon upbringing, is a brave, justice-seeking rookie whose first scoop is Tae Yong's victorious retrial case. Seeing Tae Yong's courtroom performance, Yoo Kyung is, like Sam Soo, struck by his passion, empathy, and drive to bring justice to the victim.(Source: AsianWiki; MyDramaList)~~ Adapted from the book.","['Jung Woong In', 'Kwon Sang Woo', 'Bae Sung Woo', 'Jung Woo Sung', 'Kim Joo Hyun']",날아라 개천용
514,"Please, Summer",Channel A,,,2020-10-29,2020-11-22,"Thursday, Sunday",2020,8,90.0,"It is based on the concept of ""What if I could be the main character of a ruined film I made?''. It is a work about meeting people and falling in love.(Source: Naver) ","['Kim Kang Min', 'Lee Jin Sol', 'Kim Joon Kyung', 'Lee Seo Bin', 'Jung Jay']",여름아 부탁해
515,Love Assistant,,,,2020-10-28,2020-12-23,Wednesday,2020,10,48.0,"The love of teenagers is supposed to be secondary to the goal of college. However here, their sincere love is the first, thus they are called clumsy students, but isn't it the most valuable and brilliant thing? The story takes place at the Love Assistant Club in high school, which develops unrequited love into love, in the process of confessing a love that is both wrong and realized. A vague and touching romance of teenagers is portrayed. As they look at each other's wounds with sincerity, they grow stronger.(Source: Maru Film YouTube, edited by MyDramaList)",['Park Tae In'],러브 어시스턴트
516,Kairos,MBC,"['Park Seung Woo', 'Sung Chi Wook']",['Lee Soo Hyun'],2020-10-26,2020-12-22,"Monday, Tuesday",2020,16,262.0,"Living a precarious life as a part-timer at a convenience store, Ae Ri strives to support her mother who is on a waiting list for a heart transplant. Unfortunately, her mother’s worsened physical condition leads her to forgo the long-awaited opportunity for the transplant, and just like that her mother disappears. Things were already chaotic enough for Ae Ri when she receives a phone call from a strange man claiming to be from the same world but 31 days in the future. Ironically, he desperately asks Ae Ri for help. Seo Jin, a father and a husband of a close-knit family, has been living a successful life as the youngest person to become a director at a construction company. One day, it all crumbles down with the kidnapping of his daughter and his wife’s suicide. On the verge of breaking down, he is given an opportunity to restore everything that was lost under one condition, help from a strange woman. To bring his daughter and wife back to life, he makes a phone call as the clock strikes 10:33.(Source: KOCOWA)","['Ahn Bo Hyun', 'Lee Se Young', 'Shin Sung Rok', 'Nam Gyu Ri']",카이로스
