Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
659,Woman of 9.9 Billion,KBS2,['Kim Young Jo'],['Han Ji Hoon'],2019-12-04,2020-01-23,"Wednesday, Thursday",2019,32,66.0,"Jung Seo Yeon grew up with an abusive father. Then she escaped to begin again with an affectionate and loving man; unfortunately that chapter in her life was brief. And as she struggles to find happiness, she incurs 9.9 Billion won ($9 million USD) which is enough to  fund her ""fights against the world."" Meanwhile, the ex-detective Kang Tae Woo searches for the truth behind his younger sibling's death. ","['Jung Woong In', 'Oh Na Ra', 'Lee Ji Hoon', 'Kim Kang Woo', 'Cho Yeo Jung']",99억의 여자
660,Stranger Kim,Naver TV Cast vLive,,,2019-12-03,2019-12-19,"Tuesday, Thursday",2019,6,100.0,"When an unknown virus begins to spread across the globe, an average college student, by the name of Mina, takes it upon herself to find a way to stop it, before it destroys the world. Traveling back in time, to the place where she believes the virus first made its appearance, Mina appears directly in front of the painfully timid Kim Yo Han.Informing Yo Han that she’s here from the future to prevent a viral apocalypse, Yo Han can’t decide if the woman standing before him is telling the truth, or just trying to play some sick prank. Realizing Yo Han doesn’t believe her, Mina explains her situation further and admits that her research has led her to this exact moment for one very simple reason: As the carrier of the virus, Yo Han is the reason the world is about to end.(Source: Viki)","['Park Sang Nam', 'Kim Young Jae', 'Jeon Hye Yeon']",김요한 이야기
661,Kiss Scene in Yeonnamdong,,,,2019-11-29,2020-02-14,Friday,2019,12,70.0,"The concept of ""Kiss Scene in Yeonnam-dong"" is 'who kissed her that night?' and it's about a young woman who has been single all her life looking for the most handsome kisser. She has been single all her life, but she's not all that innocent in this honest romantic story of young people.(Source: HanCinema) ","['Do Won', 'Hong Seung Hee']",연남동 키스신
662,Chocolate,jTBC Netflix,['Lee Hyung Min'],['Lee Kyung Hee'],2019-11-29,2020-01-18,"Friday, Saturday",2019,16,244.0,"The story of a man who became a neurosurgeon though he dreamed of becoming a cook, and a woman who became a cook because of him.Lee Kang is a neurosurgeon, who once dreamed of becoming a chef. As a child, Moon Cha Young once met Lee Kang at a small restaurant in the seaside town. There, Lee Kang cooked and gave her a meal, which in part inspired her to become a world-famous chef. Many years later, the two meet again at a hospice ward and together they heal their own emotional scars by preparing meals for the patients there.(Source: KoreanDrama.org)","['Jang Seung Jo', 'Ha Ji Won', 'Yoon Kye Sang', 'Min Jin Woong']",초콜릿
663,Love with Flaws,MBC,['Oh Jin Suk'],['Ahn Shin Yoo'],2019-11-27,2020-01-16,"Wednesday, Thursday",2019,32,56.0,"This romantic comedy follows a woman who has an aversion to flower boys and a man who has an obsession with appearance. The female lead, Joo Seo Yeon, is a hot-tempered physical education high school teacher who always wears sneakers, jeans and training uniforms.  The death of her parents helped instill a deep sense of compassion, a generous heart and an outspoken objection for anyone who drinks and drives. Living in a house with three irascible and very attractive brothers, she loathes flower boys. Her ideal type is someone who is “not handsome.” In contrast, the male lead, Lee Kang Woo, is a handsome chaebol who focuses primarily on outer appearance. Initially, he craved attention, oozed arrogance and loved his looks--despite the strict diet and exercise regimen required to maintain it. While he appears flawless, he (like everyone else) was wounded while growing up. And those flaws--along with everyone else's--drive the story.  Sparks fly when they meet and struggle to overcome their biases for and against people with flaws. Throughout the drama they learn to see beyond appearances to the tragic backstories and scars that motivate themselves and the people around them.(Source: Kpopmap)","['Kim Seul Gi', 'Oh Yeon Seo', 'Ahn Jae Hyun', 'Gu Won', 'Heo Jung Min']",하자있는 인간들
664,Yeonnam Family,Genie TV,,,2019-11-22,2019-12-14,"Friday, Saturday",2019,8,120.0,"The father of Joo Dong, Joo Nam, and Joo Yeon plans to give all his accumulated fortune back to society, except for the three story house, whose price has skyrocketed. He promises to leave the house to the one who gets married first in 6 months among the siblings. But when their father, Mr. Jeong, makes this unexpected announcement, Joo Dong, Joo Nam, and Joo Yeon who are beyond their best age to get married, start their search for a partner. Joo Yeon, 29, who has chosen to stay single, starts to also actively look for a partner to inherit the house. She gets a chance to think about marriage and reflect on her past relationships in this delightful romantic drama.(Source: HanCinema)","['Na In Woo', 'Chae Seo Jin']",연남동 패밀리
665,True Ending,vLive,,,2019-11-21,2020-01-23,Thursday,2019,10,60.0,"The webdrama True Ending, casting K-pop girl group Elris' Yukyung and Karin, is a romance drama about students growing up and the changing emotions and immature relationships they experience while trying to find their real selves.Yukyung undertakes the key role of Lee Jin, who was invisible in her school days and attempts to go from an  ""Out Girl"" to an ""In Girl"". In this story of Lee Jin's self-growth, we see the importance of finding our true self.Karin as Goo Jihyeon, nicknamed Goojigooji, had an easygoing and cheerful personality but became gloomy and timid after being bullied by Yeeun.True Ending is being published via Youtube and Vlive.","['Lee Yu Kyung', 'Choi Kyung Hoon', 'Karin']",찐엔딩
666,Fall In Mulberry,Genie TV,,,2019-11-20,2019-12-08,Monday,2019,9,53.0,About a fusion restaurant and three people who find work and love in there. ,"['Kim Soo An', 'Lee Shi Kang', 'Jo A Young']",뽕당 빠지다
667,Psychopath Diary,tvN,['Lee Jong Jae'],"['Ryu Yong Jae', 'Kim Hwan Chae', 'Choi Sung Joon']",2019-11-20,2020-01-09,"Wednesday, Thursday",2019,16,300.0,"Yook Dong Shik is a 34-year-old office worker who is so weak and timid that he is used by everybody around him. After an incident, he becomes the scapegoat of his company, and so facing losing his job and his family turning their back on him, he decides to commit suicide. While doing so, he unexpectedly stumbles across a murder scene, but gets into an accident while running from the murderer. He wakes up with amnesia with the psychopath's diary in his possession. With no clues to his true nature other than the diary, and his fragmented memory lining up with the diary entry, he begins to believe that he is in fact a psychopath serial killer.30-year-old neighborhood police officer, Shim Bo Kyung is investigating a suspected serial homicide. After a few run-ins with Dong Shik, she believes that he is an extremely kind man. However, after one too many coincidences, she starts to suspect Dong Shik might be more involved in the case than she thought.36-year-old Seo In Woo is a cold and meticulous psychopath. On the day of his 7th crime, things go wrong and he loses his diary where he writes of all his daily life and detailed description of his murders.(Source: MyDramaList)","['Park Sung Hoon', 'Yoon Shi Yoon', 'Jung In Sun']",싸이코패스 다이어리
668,Chief of Staff Season 2,jTBC Netflix,['Kwak Jung Hwan'],['Lee Dae II'],2019-11-11,2019-12-10,"Monday, Tuesday",2019,10,390.0,"The real political players behind the spotlight take a dangerous gamble. Now an assemblyman, Jang Tae Joon, heads towards the peak of power and fiercely struggles for survival.(Source: MyDramaList) ","['Jung Woong In', 'Lee Elijah', 'Kim Gab Soo', 'Shin Min Ah', 'Lee Jung Jae', 'Kim Dong Jun']",보좌관 2 - 세상을 움직이는 사람들
669,Monchouchou Globalhouse,SBS vLive,,,2019-11-09,2019-11-14,Saturday,2019,12,50.0,"It tells the work and love story of 6 men and women from all over the world living in a luxurious global share house in Seoul in YeonNamDong, and their stories of life, love, and friendship.Dong Jin Woo is the reliable owner of the share house. At a young age, his parents passed away, and he was raised by his grandmother. Thanks to the real estate investment skills he learned from his grandmother, he became a successful real estate investor who has amassed a lot of assets. In the middle of this sharehouse full of joy with young people of different nationalities, there is Kang Yu Na. As he started to interfere closely with her private life and find fault in it, he fell in love with her.Kang Yu Na is a university student on a leave of absence. She started to work at the global share house as a staff. She starts her romance with the owner of the share house, Dong Jin Woo, and has various friendships with the global youth living in the share house.Nicky fell in love with Korean entertainment through YouTube and settled in Korea. Through his YouTube Channel, he is introducing Korea to people worldwide. He is a funny guy who likes to receive attention and love. He is in a love triangle with Tae Yoon Min and Moon So Ra.(Source: Soompi, Kpopmap)","['Lee Dae Hwi', 'Kang  Min Ah', 'Kim Si Eun', 'Christian Burgos', 'Jang Min', 'Daniel Hicks']",연남동 글로벌하우스
670,"I Love You, Loser!",Channel A,,,2019-11-05,2019-11-22,"Tuesday, Friday",2019,6,100.0,A web drama about a dark history that you were embarrassed about resurfacing with the arrival of a new recruit. ,"['Jung Shin Hye', 'Kim Hyung Suk']","사랑해, 찐따!"
671,22 Flower Road,,,,2019-11-05,2020-01-21,Tuesday,2019,12,100.0,"""22 Flower Road"" is a webdrama about young people who share what they have and do not have with each other and become adults. It is expected to bring about realistic empathy with its highlights through the youthful lives of five young people.(Source: HanCinema) ","['Jeong Soo Hyun', 'Hong Bi Ra', 'Kang Yul', 'Kim Ye Eun']",꽃길로 22
672,Gracious Revenge,KBS2,['Uh Soo Sun'],['Oh Sang Hee'],2019-11-04,2020-03-27,"Monday, Tuesday, Wednesday, Thursday, Friday",2019,103,19.0,"A story of a woman who was raised as a tool for her mother’s revenge and her dangerous love life will be introduced.Carrie Jung lost her husband and child. She now lives only take revenge on those responsible for their deaths. Carrie Jung raises Han Yoo Jin as a tool in her revenge plan. Han Yoo Jin is a smart and beautiful woman, but she falls in love with a man who she should not love.(Source: AsianWiki)","['Cha Ye Ryun', 'Choi Myung Gil', 'Kim Heung Soo', 'Oh Chae Yi', 'Lee Hae Woo']",우아한 모녀
673,Dear My Name,Naver TV Cast vLive,"['Kim Soo Jung', 'Joo Sung Min']",,2019-11-02,2019-11-20,"Wednesday, Saturday",2019,6,100.0,"In an alternate world, the name of one's soulmate is magically engraved on a person's body and is naturally drawn into finding each other. However, there are also those who are ""unnamed"" with the freedom to find their own soulmate on their own.Jung Ji Woo became ""named"" during middle school but years passed and she still has not met her soulmate she only knew by name. Yang Sae Rom is Jung Ji Woo's best friend and she's ""unnamed"". She has been dating trying to find her own soulmate.Will they ever find their soulmates? Is being ""named"" a guarantee of loving someone or is being ""unnamed"" and going through the process of dating better?(Source: YourOnlyOne at MyDramaList)","['Gongchan', 'Han Chae Kyung', 'Baek Jae Woo', 'Kim Do Geon', 'Song Yoo Jung']",나의 이름에게
674,Never Twice,MBC,"['Choi Won Seok', 'Park Sang Woo']",['Goo Hyun Sook'],2019-11-02,2020-03-07,Saturday,2019,72,22.0,"The series follows the story of the long-term guests at Paradise Inn, located in the heart of Seoul.From the first room to the sixth room, all the guests are different in age, gender, and even where they grew up.Bok Mak Rye is the owner of Paradise Inn. Gam Poong Ki stays in room 5 at the Paradise Inn. He has an attractive appearance and a good sense of humor. Bang Eun Ji stays in room 6. She is single and a beautiful appearance. She is honest and has a warm heart. Geum Bak Ha stays in room 4. She came from a small village by the sea. She has a bright personality. Meanwhile, Na Hae Joon is the successor of the Koosung Hotel, a five-star hotel. He is the grandson of the hotel's chairman. Koosung Hotel is located across the street from the Paradise Inn.(Source: AsianWiki)","['Park Se Wan', 'Oh Ji Ho', 'Ye Ji Won', 'Kwak Dong Yeon', 'Youn Yuh Jung', 'Song Won Seok']",두 번은 없다
675,Welcome to Amazon,,,,2019-11-01,2019-11-26,"Tuesday, Friday",2019,8,60.0,,"['Im Sung Kyun', 'Lee Song Kyung']",웰컴투 아마존
676,Failing in Love,MBC vLive,,['Lee Na Eun'],2019-10-28,2019-11-26,"Monday, Tuesday",2019,10,150.0,"Suffering from a separation anxiety disorder, Kang Pa Rang confesses his love for someone different every week. Lee Shi Won, Pa Rang's headstrong best friend, has stopped Pa Rang from dating anyone for the past 10 years. After getting rejected by girls time after time, Pa Rang confesses his love for Shi Won, his friend of 10 years, but gets rejected. There is a reason there are weird rumors about Shi Eon, the psychopath that is socially awkward but was elected class president for 10 consecutive years. He hides his true feelings behind his cold comments, but there is something in the way he looks at his decade-old friend Shi Won. At 18 years old, they have faced many hardships, challenges, and confessions, but it often fails. It’s an awkward age. Will they be able to find love instead of just having it end as an attempt?(Source: MBC)","['Yang Hye Ji', 'Son Sang Yeon', 'Shin Yoon Seop']",연애미수
677,V.I.P,SBS,['Lee Jung Rim'],['Cha Hye Won'],2019-10-28,2019-12-24,"Monday, Tuesday",2019,32,56.0,"VIP is a drama that seeks to find an answer in the secretive relationships we hold in today’s society. Jung Sun is a competent and successful career woman who works as a deputy manager at Sung Woon Department Store. Her job as a member of the VIP Management Team is to satisfy their top one percent of customers who are the special VIPs and VVIPs. Not only is she professional at work, but she has a happy household with a wonderful husband, Sung Jun. However, one day she receives an anonymous text message. It says that her romantic husband is having an affair with someone at the office. Anxious to lose everything she has, she desperately studies the office and her co-workers to find out the woman Sung Jun is seeing. In the course of events, secrets behind each of the workers at the VIP Management Team are revealed. Will Jung Sun find out the truth behind the anonymous text message?(Source: Viu)","['Lee Chung Ah', 'Jang Na Ra', 'Lee Sang Yoon', 'Pyo Ye Jin', 'Shin Jae Ha', 'Kwak Sun Young']",브이아이피
678,Soul Plate,,,,2019-10-25,2019-11-29,Friday,2019,6,150.0,A drama about ASTRO members -who are angels and descendants of Raphael- running a restaurant. They heal and comfort people visiting their restaurant with soul food.(Source: Kpopmap) ,"['Cha Eun Woo', 'Rocky', 'MJ', 'Ahn Sol Bin', 'Moon Bin', 'Jin Jin']",소울플레이트
679,Catch the Ghost,tvN,['Shin Yoon Sub'],"['So Won', 'Lee Young Joo']",2019-10-21,2019-12-10,"Monday, Tuesday",2019,16,244.0,"""Catch the Ghost” is a romantic investigative drama about a woman named Yoo Ryung who solves cases with her overflowing sense of justice and exceptional spatial perception but always gets herself into trouble because of her rash actions. She meets the Wangsimni station constabulary chief, a man who avoids cases and seeks stability. However, he always ends up cleaning up after the problems caused by Yoo Ryung and holds the key to solving the cases.","['Jung Eugene', 'Ki Do Hoon', 'Kim Seon Ho', 'Moon Geun Young']",유령을 잡아라
680,My Daughter's Just Like Me,MBC,,,2019-10-20,2019-11-06,,2019,6,60.0,,,딱 나 같은 딸
681,The Price of a Life,,,,2019-10-18,2019-12-20,Friday,2019,10,48.0,"How much is your life worth ? What can prove a person's worth?A romance drama that tells the story of Yoon Ji Hwa, an insurance lawyer who dreams of a fateful love, and Ji Jung Eun, a young woman who has given up on life.(Source : drama.fandom.com / Translated by : x-Auren-x) ",,목숨값
682,Leverage,TV Chosun,['Nam Ki Hoon'],['Min Ji Hyung'],2019-10-13,2019-12-08,Sunday,2019,16,225.0,"Meet Lee Tae Joon a former insurance claims investigator turned scam strategist.  Backed by a group of former criminals, they aim to bring to justice fellow thieves, grifters and con-men world-wide, who, otherwise, would not get their due, through the usual legal channels. Those who hide illegal activity behind their reputations and think they are above the law, soon become the target of mastermind Lee Tae Joon and his unusual team of talented experts. (Source: MyDramaList)~~ Remake of the American TV series ""Leverage"" [2008].","['Lee Dong Gun', 'Kim Sae Ron', 'Jeon Hye Bin', 'Yeo Hoe Hyun', 'Kim Kwon']",레버리지: 사기조작단
683,The Lies Within,Netflix OCN,['Lee Yoon Jung'],"['Won Yoo Jung', 'Jeon Yeong Shin']",2019-10-12,2019-12-01,"Saturday, Sunday",2019,16,225.0,"Jo Tae Shik was once an enthusiastic detective, but he now wants a different kind of life. He longs for a peaceful and ordinary existence. Because of this, Jo Tae Shik applies for a transfer to a police substation in a small country village without many residents. Meanwhile, Jo Tae Shik takes a case involving the death of Lawmaker Kim Seung Cheol. He died in a car accident, but Jo Tae Shik senses that the car accident is not so clear-cut. The lawmaker's son-in-law then goes missing.Kim Seo Hui is the youngest daughter of the late lawmaker and her husband is now missing. She married her husband to benefit both of their families, but their relationship hasn't been so good. Kim Seo Hui becomes a lawmaker to find the truth behind her father's death and save her missing husband.Jo Tae Shik and Kim Seo Hui soon uncover a conspiracy and try to reveal the truth.(Source: AsianWiki)","['Lee Yoo Young', 'Lee Min Ki']",모두의 거짓말
684,One Fine Week,Naver TV Cast vLive,['Kang Dong Hee'],['Jung Ah Ra'],2019-10-08,2019-11-07,"Tuesday, Thursday",2019,10,78.0,"Da Eun, a college student who is still finding her career path, becomes Byul, who has been a singer since she was young. Da Eun spends time with a celebrity named Jung Woo and experiences the dreamy life of luxury while also seeing its dark side. Byul also experiences the preciousness of everyday life, something she hasn’t felt in a while, as she becomes a clumsy part-timer at a café with Ji Han and Ari.(Source: Viki)","['Seo Ji Soo', 'Park Geon Il', 'Shin Jun Seop']",7일만 로맨스
685,My Country: The New Age,jTBC Netflix,['Kim Jin Won'],['Chae Seung Dae'],2019-10-04,2019-11-23,"Friday, Saturday",2019,16,300.0,"Set during the end of the Goryeo period to the early Joseon period. Two friends aim their swords against one another due to differences in opinion about ""my country.""Seo Hwi is a warrior. His father Seo Geom is a famous commander. Seo Hwi does not compromise when it comes to injustice. His life devolves into a hellish existence, but he still holds a smile.Nam Sun Ho is smart and a talented figure. Because his mother was born into the lowest class, Nam Sun Ho is looked down upon by other people. He wants to pass the military service examination. Due to a corruption scandal involving his father, Nam Sun Ho loses his dream. Making things worse, he comes into conflict with Seo Hwi over a misunderstanding.(Source: AsianWiki)","['Woo Do Hwan', 'Kim Seol Hyun', 'Yang Se Jong']",나의 나라
686,Extraordinary You,MBC,"['Kim Sang Hyub', 'Kim Sang Woo']","['In Ji Hye', 'Song Ha Young']",2019-10-02,2019-11-21,"Wednesday, Thursday",2019,32,66.0,"What would you do if you found out that you were, in fact, a character in a comic? And an extra character on top of that? Change the course of the story, obviously!Eun Dan Oh is a 17-year-old high-school student from a wealthy family who suffers from a lifelong heart condition that inevitably means she will not live past her teenage years. However, when Dan Oh realizes she is experiencing long gaps in her memory as well, she comes into the unhappy realization of another fact in her life: she is a character in a Korean webtoon and all of her actions are predetermined by the artist who draws her. To make matters worse, she discovers she is only a supporting character in the cast. With her newfound understanding of the world she inhabits, she is determined to find true love in her own plot-line and circumvent the author’s plans for her character by utilizing the flashes of storyboard she alone is able to see.(Source: onehallyu)~~ Adapted from the webtoon ""July Found by Chance” (어쩌다 발견한 7월) by Moo Ryoo (무류).~~ Two versions available: 32 episodes (TV) || 16 episodes (online)","['Jung Gun Joo', 'Lee Jae Wook', 'Kim Young Dae', 'Rowoon', 'Kim Hye Yoon', 'Lee Na Eun']",어쩌다 발견한 하루
687,Like,Naver TV Cast vLive,,,2019-09-30,2019-12-19,"Monday, Thursday",2019,24,38.0,"So Yoon together with her friends decided to create a club on YouTube “Like”, where they can find out what they like, dream and show their talents. In the process of creating content, they experience a variety of feelings and emotions, from the joy of creativity to love, friendship and rivalry.Seo Yoon is 18 years old and has long been in love with Jihu, although he has a girlfriend. One day, Seo Yoon found a gift on her desk and is now trying to find out who it was, hoping deep down that it was Ji Hoo, and rumored to have broken up with his girlfriend.(Source: doramafox.ru)","['Seo Ji Hye', 'Kim Kang Min', 'Yoo Jung Woo', 'Kim Yu An']",라이크
688,The Tale of Nokdu,KBS2,"['Kim Dong Hwi', 'Lee Hyun Jin', 'Kang Soo Yeon']","['Baek So Yeon', 'Im Ye Jin']",2019-09-30,2019-11-25,"Monday, Tuesday",2019,32,62.0,"Jeon Nok Du lives on an island with his father and older brother. He is smart and a good swordsman. Since he was little, his father did not let him study or go to the mainland. One day, his father and older brother are attacked by a group of female assassins. Jeon Nok Du chases after one of the assassins to the capital. During that time, Jeon Nok Du meets Dong Dong Ju. She wants to shoot the King with her arrow, but Jeon Nok Du saves her from trouble. Meanwhile, the assassin that Jeon Nok Du chases goes into a widowed village. To find out who and why his family was attacked, Jeon Nok Du disguises himself as a woman and enters the widow's village. There, he meets Dong Dong Ju again. She is an apprentice to become a gisaeng. (Source: AsianWiki)~~ Adapted from the webtoon ""Nok Du Jeon"" (녹두전) by Hye Jin Yang (혜진양).","['Jang Dong Yoon', 'Jung Joon Ho', 'Kang Tae Oh', 'Kim So Hyun']",조선로코 녹두전
689,"Beautiful Love, Wonderful Life",KBS2,['Han Joon Seo'],['Bae Yoo Mi'],2019-09-28,2020-03-22,"Saturday, Sunday",2019,100,21.0,"Life is hard, but finding love and happiness can seem nearly impossible. That’s why some, like Kim Seol Ah have decided to focus on a career, rather than waste time and energy on relationships that inevitably end in disaster. A successful career woman, Seol Ah seems to have it all together on the outside, but on the inside, she still longs for the one thing that will make her truly happy.But Seol Ah isn’t the only one struggling. The eldest son of his family, Moon Tae Rang, is a young chef struggling to support the people he loves most while attempting to follow his dreams. He sincerely loves his family, but they have a way of making life difficult at times.Kim Chung Ah knows all about difficulties. Having spent the past eight years studying for the civil service exam, she has given up on any hopes of dating and marriage. As much as she would love to get married and have a family someday, the only thing she has time to think about now is working hard so she can pass the upcoming exam.On the other end of the spectrum, Goo Joon Hwi has absolutely no interest in marriage, relationships, or other people’s affairs. Completely focused on himself and his work, Joon Hwi could happily spend the rest of his life alone, or so he thought...Setting out on an unexpected journey towards love, four souls find that love and happiness often show up in life when you least expect them.(Source: Viki)","['Yoon Park', 'Seol In Ah', 'Kim Jae Young', 'Oh Min Suk', 'Jo Yoon Hee']",사랑은 뷰티풀 인생은 원더풀
