Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
841,Less Than Evil,MBC,"['Kim Dae Jin', 'Lee Dong Hyun']","['Heo Joon Woo', 'Kang Yi Hun']",2018-12-03,2019-01-29,"Monday, Tuesday",2018,32,66.0,"It is a crime drama about the psychological games between a detective with a strong sense of justice but tormented by the crimes he solves, and a genius woman who is insensitive to her own death.(Source: IMDb)~~ Remake of the British TV series ""Luther"" [2010]. ","['Shin Ha Kyun', 'Park Ho San', 'Lee Seol', 'Kim Gun Woo']",나쁜 형사
842,"Coffee, Do Me a Favor",Channel A Viki,['Park Soo Cheol'],"['Lee Ah Yeon', 'Seo Bo Ra']",2018-12-01,2018-12-30,"Saturday, Sunday",2018,12,275.0,"'Coffee, Do Me A Favor' is a fantasy rom-com revolving around Lee Seul Bi, a chubby girl who becomes beautiful after drinking magical coffee, and Im Hyun Woo, a handsome webtoon artist who doesn’t believe in love until he meets Lee Seul Bi. ","['Chae Seo Jin', 'Kim Min Young', 'Yong Jun Hyung']",커피야 부탁해
843,Memories of the Alhambra,Netflix tvN,['Ahn Gil Ho'],['Song Jae Jung'],2018-12-01,2019-01-20,"Saturday, Sunday",2018,16,262.0,"“Memories of the Alhambra” tells the unique and suspenseful love story of Yoo Jin Woo and Jung Hee Joo.Strong-spirited Yoo Jin Woo is the CEO of an investment company with a degree in engineering and a knack for developing video games. He has an adventurous and competitive spirit. Suffering after his best friend betrays him, he takes a business trip to Granada, Spain in search of the mysterious inventor of an innovative augmented-reality video game. He ends up at a hostel that Jung Hee Joo owns.Hee Joo is a former classical guitarist who came to Spain to further her studies. After the death of her parents, she takes on various jobs to support herself, including running the old hostel.They are both drawn into a series of strange and unexpected events.(Source: MyDramaList)","['Park Shin Hye', 'Hyun Bin']",알함브라 궁전의 추억
844,Fates & Furies,SBS Viki,['Jung Dong Yoon'],"['Kang Chul Woong', 'Jeon Chan Ho', 'Lee Je In']",2018-12-01,2019-02-09,Saturday,2018,40,45.0,"Even though Goo Hae Ra is smart and beautiful, she is in a miserable situation because of her family. Her older sister attempted suicide and her father passed away. The only way she can escape her situation is with money. She approaches Tae In Joon. He is the second son of a shoe company owner. Tae In Joon falls in love with Goo Hae Ra.(Source: AsianWiki) ","['Joo Sang Wook', 'Lee Min Jung', 'Lee Ki Woo', 'So Yi Hyun']",운명과 분노
845,When You Love Yourself,On Style vLive,,,2018-11-28,2018-12-14,"Wednesday, Friday",2018,6,100.0,Can I be happy if I meet someone's standards?How to love myself as I am? ,"['Jung Min Gyu', 'Sat Byeol']",통통한연애
846,Encounter,tvN,"['Kwon Hyuk Chan', 'Park Shin Woo']",['Yoo Young Ah'],2018-11-28,2019-01-24,"Wednesday, Thursday",2018,16,259.0,"What happens when an encounter between a man and a woman who seem to have nothing in common develops into a complicated love story?Cha Soo Hyun is the daughter of a politician who lives a  life where she is unable to choose her own path. After graduating from college, she entered into a loveless marriage with the son of a wealthy conglomerate, a marriage only beneficial to her politician father. She then gets divorced. Her life is changed further when she meets simple and kind Kim Jin Hyuk.Kim Jin Hyuk is ordinary and innocent, a young man who enjoys life and finds happiness in the smaller things. He works various part-time jobs to earn a living but is looking for a regular job. One day, he decides to take a trip abroad, where he meets Cha Soo Hyun.(Source: AJ at MyDramaList)","['Song Hye Kyo', 'Park Bo Gum']",남자친구
847,The Hymn of Death,Netflix SBS,['Park Soo Jin'],['Jo Soo Jin'],2018-11-27,2018-12-04,"Monday, Tuesday",2018,6,350.0,"Kim Woo Jin is a stage drama writer while Korea is under Japanese occupation. He is married, but he falls in love with Yun Shim Deok. Shim Deok is the first Korean soprano. She records the song “Praise of Death” which becomes the first Korean pop song in 1926. Woo Jin and Shim Deok's fate ends tragically.~~ Based on the true story of Kim Woo Jin and Yun Shim Deok. ","['Shin Hye Sun', 'Lee Jong Suk']",사의 찬미
848,Gangnam Scandal,SBS,['Yoon Ryu Hae'],['Park Hye Ryun'],2018-11-26,2019-05-17,"Monday, Tuesday, Wednesday, Thursday, Friday",2018,123,17.0,"Eun So Yoo works as a stylist. She struggles to make enough money to pay for her mother's operation fee. Due to a case, So Yoo gets involved with Choi Seo Joon. He is rich and from a chaebol family. So Yoo pretends to love him for his money, but she falls truly in love with him. Seo Joon has an in incurable disease. He is more interested in playing around than working and he doesn't believe in true love.(Source: AsianWiki)","['Shin Go Eun', 'Bang Eun Hee', 'Seo Do Young', 'Im Yoon Ho', 'Hwang Bo Mi']",강남 스캔들
849,Clean with Passion for Now,jTBC,['Noh Jong Chan'],['Han Hee Jung'],2018-11-26,2019-02-04,"Monday, Tuesday",2018,16,262.0,"Jang Sun Gyeol has wealth and good looks but suffers from severe mysophobia. He is obsessed with cleaning and even owns a cleaning company. However, he meets a carefree and untidy girl named Gil Oh Sol after she enters his company as a new employee.Oh Sol has worked all sorts of part-time jobs while striving for a full-time job and does not have the luxury to date or be clean. She gave up on being neat after facing the tough reality of the world and is known for always wearing her trademark tracksuit. But she has a bright personality and does not mind getting dirty. With the help of Oh Sol, Sun Gyeol faces his mysophobia and also falls in love with her.(Source: JTBC)~~ Adapted from the webtoon ""Clean with Passion for Now?!"" (일단 뜨겁게 청소하라?!) by Aengo (앵고).","['Song Jae Rim', 'Yoon Kyun Sang', 'Kim Yoo Jung']",일단 뜨겁게 청소하라!!
850,A Pledge to God,MBC,['Yoon Jae Moon'],['Hong Young Hee'],2018-11-24,2019-02-16,Saturday,2018,48,31.0,A human melodrama about two married couples who make choices beyond the ethics and morals of this world in order to save their dying child.(Source: HanCinema) ,"['Oh Yoon Ah', 'Lee Chun Hee', 'Han Chae Young', 'Bae Soo Bin']",신과의 약속
851,Priest,OCN,['Kim Jong Hyun'],['Moon Man Se'],2018-11-24,2019-01-20,"Saturday, Sunday",2018,16,225.0,"Oh Soo Min is a dutiful young Catholic priest, filled with energy. He is a member 634 Regia. The group performs exorcisms unofficially. In the past, his own mother was possessed by a devil. She could not receive an exorcism and she consequently died. After that, Oh Soo Min was taught by Priest Moon Ki Sun on how to perform exorcisms. Moon Ki Sun is the person who formed 634 Regia.Meanwhile, Ham Eun Ho became a doctor after her family went through an unfortunate accident. She wants to save the lives of people. Now, Ham Eun Ho works in the emergency room of a hospital. Ham Eun Ho does not believe in God, but she witnesses a supernatural phenomenon and meets Priest Oh Soo Min. She faces a big change in her life.(Source: AsianWiki)","['Park Yong Woo', 'Yeon Woo Jin', 'Jung Yoo Mi']",프리스트
852,SKY Castle,jTBC,['Jo Hyun Taek'],['Yoo Hyun Mi'],2018-11-23,2019-02-01,"Friday, Saturday",2018,20,225.0,"Han Seo Jin, Noh Seung Hye, Jin Jin Hee, and Lee Myung Joo all live with their families in SKY Castle, a luxury private neighborhood hosting wealthy doctors and professors. All of the women wish for their children to enter prestigious universities and are actively supporting their education.Following the acceptance of Myung Joo’s son into Seoul National University as a medical student, an incident occurs, resulting in the family quickly moving out. To the surprise of Sky Castle’s residents, Lee Soo Im and her inferior family move in. After interacting with the families there, Soo Im takes it upon herself to help the stressed children by challenging the other women of SKY Castle, meanwhile questioning her ways of supporting her step-son as well. She soon starts to uncover the truth of what happened to Myung Joo's family and their relation to the grade coordinator, Kim Joo Young.(Source: MyDramaList)","['Kim Seo Hyung', 'Oh Na Ra', 'Yeom Jung Ah', 'Yoon Se Ah', 'Lee Tae Ran']",SKY 캐슬
853,Lemon Car Video,Naver TV Cast tvN vLive,,,2018-11-21,2019-01-10,Wednesday,2018,9,67.0,An omnibus drama about the interconnected complicated lives of young people and their equally complicated relationships. ,"['Jang Do Yoon', 'Jang Dong Joo', 'Lou', 'Kim Ri Ho', 'Jung Ji In']",똥차비디오 2
854,The Last Empress,SBS,['Joo Dong Min'],['Kim Soon Ok'],2018-11-21,2019-02-21,"Wednesday, Thursday",2018,52,40.0,"Set in an alternate universe, in which Korea is a constitutional monarchy in 2018, Oh Sunny is a bright and vivacious musical actress who marries the emperor. She becomes involved in the palace power struggle and a mysterious murder that sets off events that threaten the monarchy itself, while searching for true love and happiness. She teams up with Na Wang Shik who works as a bodyguard for the imperial family in order to uncover the crimes of the Imperial family. Na Wang Shik started working in the palace to take revenge on the person responsible for his mother’s death.(Source: MyDramaList)","['Choi Jin Hyuk', 'Jang Na Ra', 'Lee Elijah', 'Shin Sung Rok', 'Shin Eun Kyung']",황후의 품격
855,Children of Nobody,MBC,['Choi Jung Gyu'],['Do Hyun Jung'],2018-11-21,2019-01-16,"Wednesday, Thursday",2018,32,56.0,"Cha Woo Kyung is a child counselor who works at a children’s center. Her life seems perfect since she is married to a great husband and is pregnant. However, her perfect life doesn't last long, when an accident changes her life. She then meets Kang Ji Hun, a detective who is strict toward criminals and believes they should be punished to the full extent.(Source: MyDramaList) ","['Kim Sun Ah', 'Cha Hak Yeon', 'Lee Yi Kyung', 'Nam Gyu Ri']",붉은달 푸른해
856,Top Star Yoo Baek,tvN,['Yoo Hak Chan'],"['Lee Shi Eun', 'Lee So Jung']",2018-11-16,2019-01-25,Friday,2018,11,436.0,"Yoo Baek is a former idol group member. He is now a popular singer and actor. He doesn't try to be a good guy to attract people. Yoo Baek is self-centered and he is brutally honest to others even if it hurts them. He makes big trouble for himself and travels to a faraway island to getaway. There, he meets warm people on the island including Oh Kang Soon. She runs a small supermarket and also dives to pick abalone and sea mustard. She is physically a very strong woman.","['Lee Sang Yeob', 'Jeon So Min', 'Kim Ji Suk']",톱스타 유백이
857,Between Us,,,,2018-11-15,2018-12-20,Thursday,2018,6,70.0,,"['Jeong Hye Rin', 'Ryu Yi Jae', 'Yoon Dong Jin', 'Seo Hye Bin']",เชือกป่าน
858,God's Quiz: Reboot,OCN,['Kim Jong Hyeok'],['Kang Eun Seon'],2018-11-14,2019-01-10,"Wednesday, Thursday",2018,16,244.0,"This is a drama about elite doctors and forensic scientists investigating mysterious deaths and solving mysteries related to rare diseases.Han Jin Woo is the tortured medical genius with a miracle brain that has been through its share of trouble. After he gets involved in an unexpected case, he returns to the medical examiner office for the first time in 4 years.(Source: HanCinema) ","['Park  Hyo Joo', 'Ryu Deok Hwan', 'Yoon Joo Hee']",신의 퀴즈:리부트
859,W.H.Y.,Naver TV Cast vLive,['Park Dhan Hee'],['Kim Soo Min'],2018-11-10,2018-12-13,"Thursday, Saturday",2018,10,72.0,"Yeon Woo and Joo Hyun met for the first time when they were 17 years old. After 4 years of friendship, the guy invited the girl to date. And then came the 100th day of the relationship, everything was fine, they promised each other to love each other even more, presented gifts, but in the evening the girl left him without explaining the reasons. Yeon Woo is very upset; he doesn’t walk on his own because he still does not know the reason for the separation. Therefore, his friends, in order to distract the guy, go on a trip to Jeju Island. Where they meet two attractive girls, one loves romance novels, and as a friend says, can help to understand the reason for the breakup. Will Yeon Woo figure it out and start living anew?(Source: doramafox.ru)","['Jung Gun Joo', 'Yoo Dong Guk', 'Hwang In Youp', 'Oh Ah Yun', 'Lee Ji Won']",WHY: 당신이 연인에게 차인 진짜 이유
860,The Worst Break-up in My Life,,,,2018-11-08,2018-12-27,Thursday,2018,8,75.0,,,내 생의 최악의 이별
861,Feel Good to Die,KBS2,['Lee Eun Jin'],['Im Seo Ra'],2018-11-07,2018-12-27,"Wednesday, Thursday",2018,32,66.0,"Baek Jin Sang is Lee Roo Da’s boss and he works as a team leader of a company. The team members, including Lee Roo Da, do not like him at all. He is mean and arrogant to the employees. He always believes he is right. On the night of November 7th, Lee Roo Da has a dream of her boss being hit by a truck. The next morning she wakes up and finds that it is still November 7th.(Source: AsianWiki)~~ Adapted from the webtoon by Goldkiwisae / Im Seo Ra.","['Gong Myung', 'Kang Ji Hwan', 'Baek Jin Hee']",죽어도 좋아
862,A Madly Realistic Story,,,,2018-11-06,2018-12-11,,2018,11,33.0,,,미치도록 현실적인 이야기
863,Dear My Room,O'live,"['Jang Jung Do', 'So Jae Hyun']","['Kim Hyun Chul', 'Park Sang Moon']",2018-11-06,2019-01-22,Tuesday,2018,12,270.0,"The tale of Shim Eun Joo, a self-employed woman who is trying to redefine her life after winning a big project as an editorial designer and subsequently struggling on her own. ","['Ryu Hye Young', 'Kim Jae Young', 'Park Ji Hyun', 'Yun Ji On']",은주의 방
864,Mama Fairy and the Woodcutter,tvN,['Kim Yoon Cheol'],['Yoo Kyung Sun'],2018-11-05,2018-12-25,"Tuesday, Monday",2018,16,236.0,"The story follows a fairy who, after losing her clothes while bathing, meets a woodcutter and marries him. After her husband’s accidental death she waits for him to be reincarnated. She is a 699-year-old barista and, to ordinary people, appears very old, but to special people she appears young.  She also has the ability to converse with plants.","['Yoon Hyun Min', 'Go Doo Shim', 'Moon Chae Won', 'Seo Ji Hoon', 'Kang Mi Na']",계룡선녀전
865,Your Imagination Becomes Reality,,,,2018-11-02,2018-12-21,,2018,8,60.0,"A ""will-they-won't-they"" relationship (ssum) of a person who hasn't dated in 20 years. Your imagination becomes reality? Even in a beginning-of-the-semester party?There's always a person who ruins the atmosphere in college beginning-of-the-semester parties, but there are also campus romances (Please)! Will Soram's imagination finally become reality?(Source: Ykicky studio YouTube) ","['Jin Ho Eun', 'Oh Se Young', 'Kim Do Hoon']",당신의 상상은 현실이 된다
866,I Picked Up a Star on the Road,Oksusu Viki,['Kwon Hyuk Chan'],"['Lee Nam Gyu', 'Moon Jong Ho', 'Oh Bo Hyun']",2018-11-01,2018-12-14,"Thursday, Friday",2018,10,378.0,"Contract worker Lee Yeon Seo daydreams about teaching her manager a lesson, but accidentally acts out her fantasy on none other than top Hallyu star Kang Joon Hyuk. Thinking she killed him but afraid to be labeled a murderer, she takes him home and prepares to get rid of the  body. But Joon Hyuk wakes up and seeing her preparations thinks he has been kidnapped by a murderous psychopath. Seeing no other option, she keeps him hostage so he doesn't turn her in to the police.  How long can she keep him hidden and can she ever convince him she's not an evil person?","['Kim Ga Eun', 'Sung Hoon', 'Kim Jong Hoon']",나는 길에서 연예인을 주웠다
867,Top Management,,['Yoon Sung Ho'],,2018-10-31,2018-11-16,Wednesday,2018,16,112.0,Top Management is a web drama based on an internet novel. It tells the story of a new manager at an entertainment agency who uses her ability to see the future to succeed in the industry.,"['Ahn Hyo Seop', 'Cha Eun Woo', 'Seo Eun Soo', 'a.mond', 'Jung Yoo Ahn']",탑매니지먼트
868,Fluttering Warning,MBN Viki,['Jo Chang Wan'],['Kim Shin Hye'],2018-10-31,2018-12-20,"Wednesday, Thursday",2018,16,244.0,"A dermatologist, Cha Woo Hyun is extremely popular with women, but he doesn’t have much interest in dating. Yoon Yo Jung is a famous actress, who hasn’t been able to date another man since rumors started to spread 15 years ago. By mere coincidence, they decide to establish a contract in which they decide to “pretend” to others that they are dating and fall in love with each other.(Source: Koreandrama)~~ Adapted from the web novel by Seo Han Kyul.","['Chun Jung Myung', 'Yoon Eun Hye']",설렘주의보
869,Do Dream,vLive,,,2018-10-29,2018-11-03,"Monday, Tuesday, Wednesday, Thursday, Friday",2018,5,180.0,"Jung Si Yeon is just your average high school student. Sweet and spunky, she spends her carefree days hanging out with her best friend, Yoon Hee, and crushing on the new transfer student, Sung Hyun.When she finds out Sung Hyun was a drummer in a band, she tells him she’s in a band as well, in a desperate attempt to impress him. Guilt-ridden by her hasty actions, Si Yeon quickly becomes terrified she’ll be caught in a messy lie. To make things right, Si Yeon quickly assembles a group of classmates to form an actual band. Together with Lee So Yeon, the school’s resident delinquent and musical genius, Go Yu Na, an honor student with a magical voice, Yoon Hee, and Sung Hyun, Si Yeon forms the band, “Do Dream”.When a school band contest offers a 5 million won prize, the band members agree, winning should be their number one goal. But dreams don’t come true, just because you want them to and being in a band is harder than anyone realized. Through the ups and downs of life, love and friendship, these five students are determined to do whatever it takes to make their dreams come true.(Source: Viki)","['Lee So Yul', 'Joo Eun', 'Kwon Chae Won', 'Kim Yeong Sang', 'Heo Young Joo']",두드림
870,The Sound of Your Heart: Reboot,KBS2 Naver TV Cast Netflix,,['Park Yeon Kyung'],"Oct 29, 2018","Oct 29, 2018",Monday,2018,10,210.0,"Webtoonist Cho Seok is back with more anecdotes of mix-ups, unintended antics, and bathroom blunders in this reboot starring an all-new cast.~~ Adapted from the webtoon ""Maeumui Sori” by Jo Suk. ","['Kwon Yu Ri', 'Sung Hoon']",마음의 소리 리부트
871,Instant Romance,vLive,,['Lee Ye Dam'],2018-10-24,2018-11-23,,2018,10,18.0,"The story of Ma Ri, a young woman who often daydreams imagining her romantic love story. Especially when she has a crush on Ki Yung, a student majoring in veterinary medicine. Ma Ri has a crush on Ki Yung because she often stops by the bookstore where he works. Not alone, Ma Ri is always accompanied by her two friends, Yoon Hee and Su Ho. Yoon Hee is a friend she met in college while Su Ho is her friend since high school. It turns out that Su Ho is the same as Mari. He also often daydreams and imagines he can date Ma Ri.(Source: inikpop)","['Seo Ji Hye', 'Ryeoun', 'Jeon Gun Woong']",삼분로망스
872,Want More 19,Naver TV Cast vLive,,['Choi Yo Ji'],2018-10-24,2018-11-14,"Wednesday, Sunday",2018,7,86.0,"A story of 5 friends in high school. A mutual crush, a one-sided love, and a rough patch for sweethearts. All of this happens as exams come up, will they be able to confess their love? ","['Nam Yoon Su', 'Lee Jung Ha', 'Shin Gi Hwan', 'Jung Ha Joon', 'Jeon Yu Lim']",하지 말라면 더 하고 19
873,When Time Stopped,KBS1,['Kwak Bong Cheol'],['Ji Ho Jin'],2018-10-24,2018-11-29,"Wednesday, Thursday",2018,12,275.0,"A man who can stop time meets a woman unaffected by time.Moon Joon Woo is a seemingly-ordinary person, except for the fact that he can stop time. His special ability makes him lonely and he finds no meaning in life. When he needs somewhere to live, he moves into a basement owned by the building owner, Kim Sun Ah. Kim Sun Ah is a hard-working, financially struggling girl who appears to have much joy in her life, but in fact struggles to pay off her father's debt. Joon Woo finds that when he stops time, Sun Ah is not affected and continues to walk amongst a time-stopped world. With bubbly Sun Ah by his side, can the lonely Joon Woo begin to find the meaning of his existence?(Source: AJ at MyDramaList)","['In Gyo Jin', 'Kim Hyun Joong', 'Ahn  Ji Hyun']",시간이 멈추는 그 때
874,Love Is Jungle,Oksusu,,,2018-10-19,2018-12-14,Friday,2018,9,133.0,"A love story drawn by music, 'Every time we break up, we love again.' This music web drama stars Yang Ji-won, Lee Joo-bin, Yeon Je-hyeong, and Lee Ho-yeon, who are up-and-coming, tells the story of four individuals, the first love story that everyone remembers as story and music combined. (Source: Daily Economy Korea) ","['Yeon Je Hyung', 'Lee Joo Bin', 'Lee Ho Yeon', 'Yang Ji Won']",매번 이별하지만 우린 다시 사랑한다
875,Govengers,Naver TV Cast vLive,['Kim Sang Woo'],,2018-10-17,2018-11-25,"Wednesday, Sunday",2018,12,75.0,"A group of misfit high school students find a mysterious phone in their school’s gymnasium. They turn on the phone and suddenly gain super powers! Choi Chan Yi, the leader, possesses the ability to talk with...fried chicken! Kang Tae Woo, an otaku, gains the ability to clone himself. Shin Jeong You, a singer trainee, has the ability to stop time. Eom Se Woong has the power to seduce people over the phone. Jeong Jin Hwan, a nerd, is able to transform into Hulk Guy whenever his heart rate increases. Kang Hye Rim can disable other people’s superpowers. Together they learn how to manage their super powers while also navigating the awkward world of high school.(Source: Apple TV)","['Kang Hae Lim', 'Eom Se Ung', 'Choe Chan Yi', 'Jung Jae Oh', 'Kang Tae Woo', 'Shin Jeong You']",고벤져스
876,My Healing Love,MBC,['Kim Sung Yong'],['Won Young Ok'],2018-10-14,2019-03-03,Sunday,2018,80,26.0,"The success story follows Im Chi Woo and Choi Jin Yoo as they pursue their own happiness.Im Chi Woo never wanted to become a good daughter, a good daughter-in-law or a good wife, but she sacrifices herself to take care of her family. She is married to immature Park Wan Seung and she works several part-time jobs to support her family. Under her difficult situation, she keeps smiling and maintaining her positive attitude.Choi Jin Yoo is a divorcee and he has a daughter. He works hard and tries to live positively for his daughter. He encounters a nightmare like a scenario.","['Yoon Jong Hoon', 'Yeon Jung Hoon', 'So Yoo Jin']",내사랑 치유기
877,Twelve Nights,Channel A Viki,['Jung Hun Soo'],['Hwang Sook Mi'],2018-10-12,2018-12-28,Friday,2018,12,375.0,"Is it just a coincidence, or is it fate?A man and a woman meet time and time again over the span of 8 years. Han Yoo Kyung is an aspiring photographer who graduated from college in New York. After a painful breakup from her boyfriend, she travels to Seoul. There, she meets Cha Hyun Oh, a man who aspires to be a dancer. He quit his job in Japan and took an impulsive trip to Korea for 4 days. After sharing some time together, they part ways.But not for long, as Yoo Kyung and Hyun Oh somehow keep encountering each other many times on three different trips and spend 12 nights together. Is there a special meaning behind each time they meet, and will all of this time spent with each other develop into more than an encounter?(Source: AJ at MyDramaList)","['Shin Hyun Soo', 'Han Seung Yeon']",열두 밤
878,Dae Jang Geum Is Watching,MBC,"['Oh Mi Kyung', 'Sun Hye Yoon']","['Choi Woo Joo', 'Park Eun Jung']",2018-10-11,2019-01-24,Thursday,2018,16,262.0,"This food-oriented drama imagines how the descendants of the famous Joseon woman doctor and alleged culinary genius Jang Geum (the subject of the famous sageuk Dae Jang Geum) might live today if they inherited some of her talents. San Hae  has been gifted with an excellent sense of taste which has made him a huge fan and connoisseur of food. His younger sister Jin Mi has been gifted with an exceptional sense of smell, and their younger brother Jung Shik has such excellent cooking skills he has his own Youtube vlog channel. The story follows San Hae at his work and his relationship with a rookie employee at his company, a woman named Bok Seung Ah.(Source: MyDramaList)","['Kwon Yu Ri', 'Shin Dong Wook', 'Lee Yeol Eum', 'Lee Min Hyuk', 'Kim Hyun Joon']",대장금이 보고 있다
879,Matrimonial Chaos,KBS2,"['Yoo Hyun Ki', 'Kim Min Kyung']",['Moon Jung Min'],2018-10-08,2018-11-27,"Monday, Tuesday",2018,32,66.0,"Jo Seok Moo graduated from a prestigious university, but he pursued his dream of becoming a musician rather than finding a traditional job. Jo Seok Moo did not become a musician and because of his advanced age, he could not land a decent job. He then began working at a security service company. There, he met Kang Hwi Ru for the first time as his customer. They have been married for 3 years now, but Jo Seok Moo asks for a divorce. They do not have very much in common. Jo Seok Moo has a stubborn personality and enjoys spending time alone, while Kang Hwi Ru is easy-going and has a positive personality.Another married couple, Jin Yoo Young and Lee Jang Hyun appear. Jin Yoo Young is Jo Seok Moo’s first love.(Source: AsianWiki)","['Son Suk Ku', 'Lee El', 'Cha Tae Hyun', 'Bae Doo Na']",최고의 이혼
880,"Miss Ma, Nemesis",SBS,"['Min Yeon Hong', 'Lee Jung Hoon']",['Park Jin Woo'],2018-10-06,2018-11-24,Saturday,2018,32,56.0,"Ms. Ma was falsely accused of killing her daughter. After she escapes from prison,  she tries to clear her name and reveal the truth about her daughter’s death.(Source: MyDramaList)~~ Adapted from the novel series “Miss Marple“ by Agatha Christie. ","['Jung Woong In', 'Go Sung Hee', 'Choi Kwang Je', 'Kim Yoon Jin']","미스 마, 복수의 여신"
881,Room No. 9,tvN,['Ji Young Soo'],['Jung Sung Hee'],2018-10-06,2018-11-25,"Saturday, Sunday",2018,16,244.0,"Eulji Hae Yi is a ruthless lawyer who wins all of her cases. She goes to meet with Jang Hwa Sa, a death-row convict who is the infamous killer behind a poison murder case. Inside Room No. 9 of the high-security women’s prison, the souls of Hae Yi and Hwa Sa change bodies. Doctor Gi Yoo Jin, Hae Yi’s boyfriend, somehow hold the key to the two women's fate.(Source: Viki) ","['Kim Young Kwang', 'Kim Hae Sook', 'Kim Hee Sun']",나인룸
882,YG Future Strategy Office,Netflix,['Park Joon Soo'],,"Oct  5, 2018","Oct  5, 2018",Friday,2018,8,188.0,"K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom. ",['Seungri'],YG전자
