Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
1013,Ugly Miss Young Ae Season 16,tvN,['Jung Hyung Geon'],['Han Sul Hee'],2017-12-04,2018-01-23,"Monday, Tuesday",2017,16,225.0,,"['Lee Seung Joon', 'Kim Hyun Sook']",막돼먹은 영애씨 시즌16
1014,Jugglers,KBS2,"['Kim Jung Hyun', 'Kang Soo Yeon']",['Jo Yong'],2017-12-04,2018-01-23,"Monday, Tuesday",2017,16,236.0,"In this office romantic-comedy drama, a secretary with a passive and obedient personality meets a boss who is completely uninterested in others and has no consideration for them.(Source: KBS World) ","['Choi Daniel', 'Lee Won Keun', 'Baek Jin Hee', 'Kang Hye Jung']",저글러스
1015,I Want to Do It with You,,,,2017-12-03,2018-01-21,Sunday,2017,8,52.0,"A web series that deals with the wants and desires of people who want to be together, but for some reason do not have the courage or just are not, and how they overcome their difficulties and fear to find love. ",['Jang Yu Bin'],너랑 하고 싶어
1016,Love After School,,,,2017-11-28,2018-01-16,,2017,8,60.0,"A love story often begins after a few jokes ... Hoo Se In and Bang Myung Rok  are in moderation class. Myung Rok decides to play Se In, who ridicules himself in front of the whole class. They begin, after this incident, to approach and leave together. But Jo Ye Rin, in love with Myeong Rok, spreads a rumor about Se In, which causes him to leave Myung Rok.  Five years later, Se In, still in love with him, decides to reconnect with Myung Rok. Can your relationship resume where you left off?(Source: drama.fandom.com)","['Park So Eun', 'Yoo Jung Woo']",방과후연애
1017,Enemies from the Past,MBC,['Kim Heung Dong'],['Kim Ji Eun'],2017-11-27,2018-06-01,"Monday, Tuesday, Wednesday, Thursday, Friday",2017,123,17.0,"After Go Ya’s dad had an affair ten years ago, she had to put college on hold and start earning money to support her mom and siblings. While her life was in the dumps, she met Min Ji Seok, who treated her special and it was the first time a boy had ever made her feel that way. They fell deeply in love. But Ji Seok’s aunt turns out to the very woman that Go Ya’s dad had an affair with. So Go Ya has to choose between Ji Seok or her mom and she and Ji Seok eventually decide to lie in order to have it both ways. “Enemies from the Past” is a story of two families that are entangled in secrets and a bad karmic connection but finally find reconciliation later on through the power of forgiveness.(Source: MBC)","['Choi Yoon Young', 'Ahn Jae Mo', 'Gu Won', 'Go Na Yeon']",전생에 웬수들
1018,Part-Time Idol,SBS,['Nam Tae Jin'],['Kwak Kyung Yoon'],"Nov 27, 2017","Nov 27, 2017",Monday,2017,5,384.0,"The storyline takes place at an entertainment agency. After creating a bunch of famous idols, a producer begins to question the whole process of making a star, so he goes on a break for a few years. Once he returns to the company, he gathers some trainees left on the back burner and tries to launch a co-ed idol group. The trainees undergo some peculiar training to debut in this group. ","['Lee Su Hyun', 'Hwang Seung Eon', 'Kim Hee Jung', 'Kim Min Kyo', 'Kwon Hyun Bin', 'Kwon Young Deuk']",비정규직 아이돌
1019,Doubtful Victory,SBS,['Shin Kyung Soo'],['Lee Hyun Joo'],2017-11-27,2018-01-30,"Monday, Tuesday",2017,40,45.0,"A boy who stumbled onto an accident and reported the crime became a murderer, not a witness, due to the mistreatment of the law and laziness on behalf of the police. He wasted his youth in prison, and the country became a place of violence and barbarism. Now, he wants to show that David strangled Goliath to reclaim lost life, that battles could break way for new future, and that fights result in scars, but true victory is measured by recovery rather than revenge.(Source: SBS International)","['Jung Hye Sung', 'Yoon Kyun Sang']",의문의 일승
1020,Two Cops,MBC,['Oh Hyun Jong'],['Byun Sang Soon'],2017-11-27,2018-01-16,"Monday, Tuesday",2017,32,66.0,"His strong sense of justice is all that he has. Detective Cha Dong Tak is feared among criminals for showing no mercy. One day, his body is taken over by Gong Soo Chang, a con artist who is quite clever. Now Cha Dong Tak has to share his body with a criminal while fending off a grave threat. So they have to join forces to stay alive.(Source: MBC) ","['Lee Hye Ri', 'Kim Seon Ho', 'Jo Jung Suk']",투깝스
1021,Untouchable,jTBC,['Jo Nam Gook'],['Choi Jin Won'],2017-11-24,2018-01-20,"Friday, Saturday",2017,16,225.0,"Joon Seo’s life felt like hell before Min Joo came to him. She became his happiness and meaning of life, but now she is dead.Drowning in unbearable sadness, he veers towards taking his own life. At that moment, a woman comes looking for him. She claims that she is the real Min Joo Jo. Joon Seo finds out that the name, job, identity, and everything about his deceased wife were not true. She had approached Joon Seo intentionally under a fake mask and even faked her love.Joon Seo embarks on a quest to find out the truth about his wife’s identity and death. On his path, he finds out that there is a big dark secret in the form of his brother, Jang Ki Seo, and his father, Jang Bum Ho, who is the real power behind Bukcheon city. The Jang family has taken over Bukcheon, and the land is a witness to their foul history. Only one person can stop the continuous evil acts, and that is Jang Joon Seo himself, with the blood of the Jang running through his veins. They are his family. Therefore, he must punish them but forgive them at the same time. What would his decision be when that time arrives?(Source: JTBC)","['Kim Sung Kyun', 'Jin Goo', 'Jung Eun Ji', 'Go Joon Hee']",アンタッチャブル
1022,Judge vs. Judge,SBS,['Lee Kwang Young'],['Seo In'],2017-11-22,2018-01-11,"Wednesday, Thursday",2017,32,66.0,The story of a fiery female judge who fights to prove that her older brother is unjustly jailed on charges of rape and murder. It also explores her relationships with her fellow judges and the cases that they deal with everyday.(Source: Amazon.com)~~ Two versions available: 32 episodes (TV) || 16 episodes (online) ,"['Park Eun Bin', 'Yeon Woo Jin', 'Dong Ha', 'Na Hae Ryung']","이판, 사판"
1023,Prison Playbook,Netflix tvN,['Shin Won Ho'],"['Jung Bo Hoon', 'Lee Woo Jung']",2017-11-22,2018-01-18,"Wednesday, Thursday",2017,16,345.0,"Kim Je Hyuk, a famous baseball player, is arrested after using excessive force while chasing a man trying to sexually assault his sister. Shockingly to him and the rest of the nation, he is sentenced to a year in prison. There, he meets his childhood friend and fellow baseball player, Lee Joon Ho, who gave up on baseball after a car accident, but now is a prison guard and one of Je Hyuk's biggest fans. The drama revolves around Je Hyuk's time in prison, as well as the prisoners he meets and events that take place there.(Source: MyDramaList)","['Jung Kyung Ho', 'Park Hae Soo']",슬기로운 감빵생활
1024,Backflow,MBC,"['Bae Han Chul', 'Kim Mi Sook']",['Seo Shin Hye'],2017-11-13,2018-04-26,"Monday, Tuesday, Wednesday, Thursday, Friday",2017,119,18.0,"“If I could go back in time, I would not fall in love with you...” People fall in love with one person but then marry another. The girlfriend of one brother is actually the past lover of the younger brother while the fiancée of the younger brother has a crush on the big brother. It was difficult for the younger brother to forget his ex-girlfriend who was now parading around as his brother’s girlfriend but he had to keep her out of his mind in order to get revenge and take back what was his. But most of all, it was about surviving and avoiding being murdered. So he finds himself maintaining his distance with his brother’s girlfriend and past lover but not too obvious because they could become in-laws. There is also the matter of carrying out his plot for revenge surreptitiously. “Reverse” is a psychological thriller that brings together four people entangled in a web of love and secrets.(Source: MBC)","['Lee Jae Hwang', 'Seo Do Young', 'Shin Da Eun', 'Kim  Hae In']",역류
1025,Love Returns,KBS1,['Park Gi Ho'],['Kim Hong Soo'],2017-11-13,2018-05-04,"Monday, Tuesday, Wednesday, Thursday, Friday",2017,120,18.0,"The drama follows the life a woman who ends up losing everything after living a turbulent life. When she starts anew from the bottom, ironically, her life blossoms. The value that holds us together is not blood nor law, but rather love and affection between us.(Source: KBS World) ","['Lee Sung Yeol', 'Pyo Ye Jin', 'Lee Dong Ha', 'Han Hye Rin']",미워도 사랑해
1026,Mr. Hashtag Season 2,,,,2017-11-12,2017-11-28,,2017,8,30.0,,,태구 드라마 시즌 2
1027,Money Flower,MBC,['Kim Hee Won'],['Lee Myung Hee'],2017-11-11,2018-02-03,Saturday,2017,24,162.0,"Managing director Kang Pil Joo is envied by many inside the Chungah Group where he is known for his intelligence and high-performance. He keeps his real identity a secret from the Chungah Group founding family and serves them as an obedient servant but he is actually grooming them for his scheme. His plan was to make Mo Hyun fall in love with Jang Bu Cheon for his revenge, but he finds himself falling desperately in love with her free-spirited personality. The “Money Flower” portrays a story of interlinked relationships between Pil Joo who is capable of bringing down Chungah, Mo Hyun who seeks love and a young Chungah Group scion named Bu Cheon. And these characters all come to the fore as money dictates their lives in a web of desire, greed, and love.(Source: MBC)","['Jang Hyuk', 'Lee Soon Jae', 'Jang Seung Jo', 'Lee Mi Sook', 'Park Se Young', 'Han So Hee']",돈 꽃
1028,Meloholic,OCN Oksusu Viki,['Song Hyun Wook'],['Park So Young'],2017-11-06,2017-12-05,"Monday, Tuesday",2017,10,360.0,"Yoo Eun Ho has a special ability which allows him to read the minds of other people when he places his hand on them. Due to his special ability, he can't open his mind to anyone. One day, he meets Han Ye Ri. He is able to discern that what she says is actually what she thinks, but he also learns that she has two different personalities.(Source: IMDb) ","['Kyung Soo Jin', 'U-Know']",멜로홀릭
1029,Love Intern Choi Woo Sung,,,,2017-11-01,2017-11-16,,2017,6,50.0,,"['Son Woo Hyun', 'Choi Woo Jung']",연애인턴 최우성
1030,Sweet Revenge,Oksusu,,,2017-10-27,2018-01-05,Friday,2017,22,41.0,This web drama is a teen fantasy drama about a teenager who gets her hands on a note that enacts revenge on anyone whose name is written on it. ,"['Cha Eun Woo', 'Kim Hyang Gi', 'Lomon', 'Kim Hwan Hee']",복수노트
1031,Last Minute Romance,jTBC Naver TV Cast,,,2017-10-23,2017-11-03,"Monday, Tuesday, Wednesday, Thursday, Friday",2017,10,90.0,"Baek Se, a 27-year-old who was living a normal life, gets diagnosed with terminal illness one day with only 3 months left. She wants to experience a heated romance with Ji Sul Woo, a top celebrity she’s had a crush on for 10 years before she dies. She puts out an ad in hopes of finding a Ji Sul Woo look-alike, who would then act out famous scenes from a drama with her over 3 months, for 10 thousand dollars?Yoon Dong Joon is an aspiring actor who looks like Ji Sul Woo. He was always rejected from auditions for looking like Ji Sul Woo or was hired as his look-alike, and was suspicious of women that approached him for only being after his looks. He decides to get plastic surgery to become a true actor and also needs 10 thousand dollars.The two characters get together for their own reasons. Will they be able to get what they want within the short span of 3 months?(Source: JTBC)","['Han Seung Yeon', 'Lee Seo Won']",막판로맨스
1032,Bravo My Life,SBS,['Jung Hyo'],['Jung Ji Woo'],2017-10-21,2018-02-03,Saturday,2017,56,32.0,"A heady drama producer, an assistant director, and an actor who hasn't debuted after seven years in the industry navigate the world of television drama production.(Source: SBS International) ","['Hyun Woo', 'Kang Ji Sub', 'Do Ji Won', 'Yeon Jung Hoon', 'Jung Yoo Mi', 'Park  Sang Min']",브라보 마이 라이프
1033,Oh! Dear Half-Basement Goddesses,On Style,,['Hwang Gook Young'],2017-10-19,2017-11-16,Thursday,2017,10,90.0,"“Oh! Dear Half-Basement Goddesses” will tell the story of four Greek goddesses who come to Korea to spread love and peace. However, they are faced with the reality of high rent and living costs in Seoul. Putting their grandiose dreams aside, they hide their true identities and live together in a half-basement apartment. ","['Park So Jin', 'Park Sung Woo', 'Cha Jung Won', 'Baek Seung Hwan', 'Ha Yeon Soo', 'Na Hae Ryung']",오! 반지하 여신들이여
1034,Revolutionary Love,tvN,"['Song Hyun Wook', 'Lee Jong Jae']",['Joo Hyun'],2017-10-14,2017-12-03,"Saturday, Sunday",2017,16,262.0,"Byun Hyuk is a son from a wealthy family who runs a large company. He lives a happy life without any specific goals. He is confident around women and he is also naive, with a warm heart. Byun Hyuk begins to live in a studio in a poor area. He hides his background.Baek Joon lives in the same area. She works part-time jobs to make ends meet. Baek Joon graduated from a good university, but she was unable to land a job at a company and started taking part-time jobs. She is positive and full of justice, but her life changes when Byun Hyuk appears.","['Kang So Ra', 'Choi Si Won', 'Gong Myung']",변혁의 사랑
1035,Black,OCN,"['Kim Hong Seon', 'Go Jae Hyun']",['Choi Ran'],2017-10-14,2017-12-10,"Saturday, Sunday",2017,18,267.0,"Black is about a detective possessed by the Grim Reaper. Ha Ram can see shadows of death. These two struggle to save the lives of people, breaking the rules of heaven.(Source: tvN Asia) ","['Song Seung Heon', 'Go Ah Ra']",블랙
1036,Go Back Couple,KBS2,['Ha Byung Hoon'],['Kwon Hye Joo'],2017-10-13,2017-11-18,"Friday, Saturday",2017,12,350.0,"38-years-old married couple, Choi Ban Do and Ma Jin Joo, were in love when they got married but now, hate each other and regret marrying at such a young age. Choi Ban Do has been burdened with being the breadwinner, and Ma Jin Joo is a housewife with low self-esteem. The couple travels through time and finds themselves as 20-year-old university students when they met for the first time.(Source: AsianWiki)~~ Adapted from the webtoon ""Do it One More Time"" (한번 더 해요) written by Miti (미티) and illustrated by Gugu (구구).","['Jang Na Ra', 'Son Ho Jun']",고백부부
1037,The Package,jTBC,"['Kim Jin Won', 'Jun Chang Geun']",['Chun Sung Il'],2017-10-13,2017-11-18,"Friday, Saturday",2017,12,300.0,"Yoon So So relocates to France with her college boyfriend--despite her parents’ disapproval. A few years later, her boyfriend heartlessly returns to Korea without So So. Then, to remain in France to earn her Ph.D., she works as a tour guide. She leads the “Luxurious Premium Tour Packages: 1 Week in France”.  So So always does her best so that travelers can create great memories together. This show covers one of those tours.This series' particular group was fractious and troublesome despite its small size. The seven tourists included a man who came without his girlfriend, a couple that has been together for 7 years, an older couple comprised of a demanding & complaining husband and his mellow wife, and a man traveling with a younger woman. The group members couldn't be more troublesome -- especially San Ma Roo, the solo male traveler. He fought with his girlfriend 3 days before the trip and then left her behind at the office while he still took a vacation. He is a nuisance from day one when he is trapped in customs. Surprisingly, during the trip, So So learns that Ma Roo just might be her fated lover. (Source: JTBC)","['Lee Yun Hee', 'Jung Yong Hwa']",더 패키지
1038,Avengers Social Club,tvN,"['Kwon Seok Jang', 'Kim Sang Ho']","['Kim Yi Ji', 'Hwang Da Eun']",2017-10-11,2017-11-16,"Wednesday, Thursday",2017,12,330.0,"It features three women from different walks of life coming together for revenge: a middle-aged fish store owner who envisioned a better life for herself, a housewife, and an heiress who was raised like a delicate greenhouse flower. They’re an unlikely trio who would never otherwise meet, but they join forces to carry out their individual revenge. Although they start out as co-conspirators, along the way, they’ll build a strong friendship.(Source: Letterboxd)~~Adapted from the webtoon ""Buam-dong Revenge Social Club"" (부암동 복수자 소셜클럽) by Sajatokki (사자토끼).","['Ra Mi Ran', 'Myung Se Bin', 'Lee Jun Young', 'Lee Yo Won']",부암동 복수자들
1039,Mad Dog,KBS2,['Hwang Eui Kyung'],['Kim Soo Jin'],2017-10-11,2017-11-30,"Wednesday, Thursday",2017,16,225.0,"Choi Kang Woo, who is a former police and leader of Taeyang Insurance's investigators team, decides to create his own investigation team, after an airplane crash that took the life of his wife and son. He then meets Kim Min Joon, a genius former swindler whose brother was also a victim of the crash, thus begin their rivalry and cooperation.The drama portrays the reality of Korea through diverse insurance crimes that are prevalent in the country. There are the 'copy cats' that imitate and improve the existing crimes, and the 'mad dogs' who catch these bad cats.(Source: Wikipedia, KBS World)","['Woo Do Hwan', 'Yoo Ji Tae', 'Ryu Hwa Young', 'Jo Jae Yoon', 'Kim Hye Sung']",매드 독
1040,Witch's Court,KBS2,"['Kim Min Tae', 'Kim Young Gyoon']",['Jung Do Yoon'],2017-10-09,2017-11-28,"Monday, Tuesday",2017,16,225.0,"Ma Yi Deum, a materialistic female prosecutor who does not hesitate to use personal attacks, fabricate evidence, and incite perjury in order to win her case is assigned to a special task force for sex crimes. Yeo Jin Wook, a newbie prosecutor also joins the task force, and together they solve crimes with a grudging chemistry.(Source: KBS World) ","['Yoon Hyun Min', 'Jung Ryeo Won']",마녀의 법정
1041,Because This Is My First Life,tvN,"['Park Joon Hwa', 'Nam Sung Woo']",['Yoon Nan Joong'],2017-10-09,2017-11-28,"Monday, Tuesday",2017,16,262.0,"A house-poor man and homeless woman become housemates in a drama that examines the institution of marriage and the problems that young people face today.Nam Se Hee is a single man in his late 30’s. He has chosen not to marry. He owns his home, but he owes a lot on his mortgage. Meanwhile, Yoon Ji Ho is a single woman in her early 30’s. She does not own a home and envies those that do. She has given up on dating due to her financial struggles. Yoon Ji Ho begins to live at Nam Se Hee’s house. They become housemates.(Source: KoreanDrama.org)","['Kim Ga Eun', 'Esom', 'Kim Min Seok', 'Jung So Min', 'Park Byung Eun', 'Lee Min Ki']",이번 생은 처음이라
1042,20th Century Boy and Girl,MBC,['Lee Dong Yoon'],['Lee Seon Hye'],2017-10-09,2017-11-28,"Monday, Tuesday",2017,32,66.0,"A top actress/singer who has an innocent soul in contrast to her gorgeous look, a slender airline stewardess who loves food and a young attorney who luckily landed a job at a private law firm but finds herself working long hours... All three of these women were members of the Bongo clique from the time they used to live in the same Seoul Mansion apartment complex. They still stay in touch despite their busy lives. Appearance-wise, one friend seems to have a successful acting career, and the other two work in reputable professions in the airline industry and law, but they deal with a lot of stress in their lives. Their lives as thirties in the big city of Seoul is a stressful one and they try to rekindle the lives they had when they were in their innocent teens while also searching for love and maintaining their deep friendship.(Source: MBC America)","['Ahn Se Ha', 'Ryu Hyun Kyung', 'Lee Sang Woo', 'Kim Ji Suk', 'Lee Sang Hee', 'Han Ye Seul']",20세기 소년소녀
1043,While You Were Sleeping,SBS,"['Oh Choong Hwan', 'Park Soo Jin']",['Park Hye Ryun'],2017-09-27,2017-11-16,"Wednesday, Thursday",2017,32,56.0,"Nam Hong Ju lives with her mother, Yoon Moon Sun, a widow who runs a small restaurant. Since Hong Ju was young, she has had the ability to see events—both good and bad—before they occur. However, she is often unable to do anything about them. Jung Jae Chan, a rookie prosecutor, and his younger brother Seung Won move in across the street from Hong Ju. One day, Jae Chan has a strange dream about an accident involving Hong Ju and Lee Yu Beom, a ruthless attorney who used to be Jae Chan’s tutor. Jae Chan decides to interfere in the course of events and ends up saving the lives of Hong Ju and Han Woo Tak, a young police officer. When Jae Chan, Hong Ju, and Woo Tak then start having dreams about one another, they realize that their lives are now somehow entwined. (Source: Viki) ~~ Two versions available: 32 episodes (TV) | 16 episodes (online)","['Jung Hae In', 'Lee Sang Yeob', 'Bae Suzy', 'Lee Jong Suk']",당신이 잠든 사이에
1044,Andante,KBS1,['Park Gi Ho'],"['Park Sun Ja', 'Kwon Ki Kyung']",2017-09-24,2018-01-07,Sunday,2017,16,225.0,"City-bred high school student Lee Shi Kyung transfers to a school in the countryside. As he overcomes unfamiliar and terrifying experiences, he realizes the true meaning of life and love.(Source: KBS World) ","['Kim Jin Kyung', 'Kai', 'Lee Ye Hyun', 'Baek Chul Min']",안단테
1045,Man in the Shower,,,,2017-09-22,2017-10-12,,2017,8,45.0,"In this quirky, surrealist web drama, a man and his imaginary friend process his deepest shower thoughts on life, love, and lathering techniques. (Source: AsianCrush) ","['Lee Joo Myung', 'Woo Hyeok']",샤워하는 남자
1046,The Secret of My Love,KBS2,['Jin Hyung Wook'],"['Heo In Moo', 'Kim Yeon Shin']",2017-09-18,2018-02-09,"Monday, Tuesday, Wednesday, Thursday, Friday",2017,100,20.0,"Han Ji Sub, a man who’s never felt happy in his life, almost escapes his miserable life against all odds, thanks to his iron will and hard work. However, when his mother’s mistake makes all his attempts come to naught, he’s devastated. Still, he has love of Seo Ra, a warmhearted girl whose life goal is to help others. As their fate becomes intertwined with that of Hae Rim, who gained love at the expense of her sister, and of Jae Wook, whose greed knows no end, each person’s secrets and hidden desires come afloat.","['Kang Se Jung', 'Song Chang Eui', 'Park Jung Ah', 'Kim Da Hyun']",내 남자의 비밀
1047,Temperature of Love,SBS,['Nam Gun'],['Ha Myung Hee'],2017-09-18,2017-11-21,"Monday, Tuesday",2017,40,45.0,"Hyun Soo quit her job to become a TV writer; Jung Sun dreams of becoming a French food chef and opening a restaurant. As the pair navigate their paths to fulfill their dreams, they discover that they will need patience, tenacity, and most importantly, hope. (Sources: SBS International, AsianWiki) ","['Seo Hyun Jin', 'Kim Jae Wook', 'Jo Bo Ah', 'Yang Se Jong']",사랑의 온도
1048,Borg Mom,MBC,['Sun Hye Yoon'],"['Choi Woo Joo', 'Park Eun Jung']",2017-09-15,2017-12-01,Friday,2017,22,95.0,"Buckinghum nursery school is a highly-competitive preschool where wealthy Korean families send their children. One day, a mysterious mom appears at the school with her child. Choi Go Bong developed a cyborg in the image of his late wife and to test its AI abilities, he is tasking the cyborg to parent his son and mingle with other moms at the competitive preschool, which he considers to be the ultimate test for his top-secret creation. When cyborg mom joins the PTA at Buckinghum nursery school and becomes a member of the invite-only Stylish Mom club, which is a high-status social club consisting of Buckinghum PTA members, she challenges the moms who are engrossed in acquiring higher status and bragging rights with her logical reasoning.(Source: MBC America)","['Yang Dong Geun', 'Choi Jung Won', 'Park Han Byul']",보그맘
1049,Girls' Generation 1979,KBS2,['Hong Seok Goo'],['Yoon Kyung Ah'],2017-09-11,2017-10-03,"Monday, Tuesday",2017,8,450.0,"Lee Jung Hee is the second daughter of a family that owns a lingerie factory. She leads a group of teenage girls with whom they have chaotic adventures together. She meets Bae Dong Moon through a group date, and Dong Moon immediately falls for her. However, Jung Hee has a crush on Son Jin, who is a cute-looking senior student at a boys' school and begins to follow him around to draw his attention.Then one day, Park Hye Joo, who is a transfer student from Seoul joins their class and becomes the center of attention, creating jealousy and friction among the heroine and her friends. Despite Jung Hee's attention, Son Jin is attracted to Hye Joo. However, Hye Joo has no romantic feelings for Son Jin as she is interested in Joo Yeong Choon, who is an ex-gangster now turned into a local handyman.It's the story of their growing friendship, as the heroine and the new girl starts to bond despite the initial rivalry. (Source: Wikipedia)","['Bona', 'Min Do Hee', 'Yeo Hoe Hyun', 'Chae Seo Jin', 'Lee  Jong Hyun', 'Seo Young Joo']",란제리 소녀시대
